taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip1	T0.10	t0_16O	t72_16O	9505019.3052888	9557384.42226209	9505019.3052888	4847985.76414313	15192991.9955406	158416.98842148	159289.740371035	158416.98842148	80799.7627357188	253216.53325901	12140700.7496706	12104351.0236896	12140700.7496706	6740576.09077156	17690351.8035627	40655758.665537	40776504.2904759	40655758.665537	30334583.279697	59619402.5525874	none
sip3	T0.10	t0_16O	t72_16O	-496837.860466911	-472821.094893168	-496837.860466911	-2713916.34650276	1777878.95723891	-8280.63100778185	-7880.35158155279	-8280.63100778185	-45231.9391083793	29631.3159539818	28675315.8918142	28650264.8376255	28675315.8918142	25181931.1583951	32923767.4677958	27184802.3104135	27231801.552946	27184802.3104135	23114178.9554395	34586191.3850858	none
sip4	T0.10	t0_16O	t72_16O	4078455.46458454	4094058.31720138	4078455.46458454	2089095.23127626	6735329.75054955	67974.2577430756	68234.3052866896	67974.2577430756	34818.2538546043	112255.495842493	338506.102551221	342229.669679285	338506.102551221	0	1015518.30765366	12573872.4963048	12624404.6212834	12573872.4963048	7282804.00148244	20874538.8041873	Warning: no occurrences in rep rB_t0_16O & rC_t0_16O (t0_16O)
sip5	T0.10	t0_16O	t72_16O	-388810.780078247	-391581.557821929	-414152.261982072	-881367.32450374	222961.705307054	-6480.17966797078	-6526.35929703215	-6902.5376997012	-14689.4554083957	3716.02842178423	4858241.96693983	4864886.18389407	4858241.96693983	3084363.61488623	6054004.74988955	3691809.62670509	3690141.51042828	3691809.62670509	3025196.46032334	4743129.10914183	none
sip7	T0.10	t0_16O	t72_16O	-2301863.06761212	-2268474.63033942	-2301863.06761212	-6787651.37238655	2161065.99677719	-38364.384460202	-37807.910505657	-38364.384460202	-113127.522873109	36017.7666129531	26419261.2994023	26399755.0573106	26419261.2994023	18684670.9280903	40158272.8924575	19513672.0965659	19594331.1662924	19513672.0965659	13214174.5036984	31906934.1188349	none
sip8	T0.10	t0_16O	t72_16O	-2083490.58549062	-1976444.09948687	-2083490.58549062	-17913584.739215	14928803.4600261	-34724.8430915103	-32940.7349914479	-34724.8430915103	-298559.745653583	248813.391000436	67064029.9018611	67072485.5390155	67064029.9018611	39483756.2905805	107543919.191296	60813558.1453893	61143153.2405548	60813558.1453893	34580237.5031068	111850440.28194	none
sip9	T0.10	t0_16O	t72_16O	1050110.00650145	1062518.4518805	1050110.00650145	-201484.13155777	2767862.14735059	17501.8334416909	17708.6408646749	17501.8334416909	-3358.06885929617	46131.0357891766	14586660.853749	14583159.7147026	14586660.853749	13783773.9956918	15380135.1426155	17736990.8732533	17770715.0703441	17736990.8732533	14514328.8413836	23161013.77155	none
sip11	T0.10	t0_16O	t72_16O	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O) and rep rA_t72_16O & rB_t72_16O & rC_t72_16O (t72_16O)
sip13	T0.10	t0_16O	t72_16O	41795532.022611	42077337.0094308	41795532.022611	15325390.3853223	83718680.5631168	696592.20037685	701288.95015718	696592.20037685	255423.173088705	1395311.34271861	43842185.6334992	43829318.2794382	43842185.6334992	28800323.8381593	69952900.8711767	169228781.701332	170061329.307731	169228781.701332	99243865.7379368	296322563.440517	none
sip15	T0.10	t0_16O	t72_16O	1262699.180713	1265721.51596151	1262699.180713	42345.8436707811	2402388.77445848	21044.9863452167	21095.3585993584	21044.9863452167	705.764061179684	40039.8129076413	7239658.83715696	7242876.47381802	7239658.83715696	4169486.04096193	11220470.0633659	11027756.379296	11040041.0217025	11027756.379296	9637218.07504541	12843440.3963507	none
