taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0.161205826944256	0.161111392105494	0.160537355697854	0.0929700008941512	0.225588625046748	3310636.27471178	3339057.26232506	3301096.86411111	1631879.29661374	5243202.72800919	55177.2712451964	55650.9543720844	55018.2810685185	27197.9882768956	87386.7121334865	none	T0.10	t0_16O	t72_16O	9505019.3052888	9557384.42226209	9505019.3052888	4847985.76414313	15192991.9955406	158416.98842148	159289.740371035	158416.98842148	80799.7627357188	253216.53325901	12140700.7496706	12104351.0236896	12140700.7496706	6740576.09077156	17690351.8035627	40655758.665537	40776504.2904759	40655758.665537	30334583.279697	59619402.5525874	none	6194383.03057702	6218327.15993703	6160206.23518588	993602.79026277	12020382.2945501	103239.717176284	103638.78599895	102670.103919765	16560.0465043796	200339.704909169	34034486.1161134	34098389.7658258	33918709.7606252	21529314.4899315	51076647.7822924
sip3	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0.0222328181741978	0.0254510127710318	0.0206480178922999	0	0.08151591978297	323528.112197946	282056.531269255	295061.725152706	-659765.249260883	1097146.53628328	5392.1352032991	4700.94218782092	4917.69541921176	-10996.0874876814	18285.7756047213	none	T0.10	t0_16O	t72_16O	-496837.860466911	-472821.094893168	-496837.860466911	-2713916.34650276	1777878.95723891	-8280.63100778185	-7880.35158155279	-8280.63100778185	-45231.9391083793	29631.3159539818	28675315.8918142	28650264.8376255	28675315.8918142	25181931.1583951	32923767.4677958	27184802.3104135	27231801.552946	27184802.3104135	23114178.9554395	34586191.3850858	none	-820365.972664857	-754877.626162423	-768281.743761153	-3129129.87827671	1662997.28813356	-13672.766211081	-12581.2937693737	-12804.6957293525	-52152.164637945	27716.6214688926	26537746.0860176	26667688.4904075	26489259.6080278	21460132.5570308	33227494.6306155
sip4	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0.124452759732718	0.124972712370005	0.128620910427505	0.0050743259074458	0.229105620397563	672343.483402759	681008.784950974	674355.604253496	27843.5593288331	1401371.93102605	11205.7247233793	11350.1464158496	11239.2600708916	464.059322147218	23356.1988504341	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rC_t3_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)	T0.10	t0_16O	t72_16O	4078455.46458454	4094058.31720138	4078455.46458454	2089095.23127626	6735329.75054955	67974.2577430756	68234.3052866896	67974.2577430756	34818.2538546043	112255.495842493	338506.102551221	342229.669679285	338506.102551221	0	1015518.30765366	12573872.4963048	12624404.6212834	12573872.4963048	7282804.00148244	20874538.8041873	Warning: no occurrences in rep rB_t0_16O & rC_t0_16O (t0_16O)	3406111.98118178	3413049.53225041	3366663.15376802	1112290.08855435	5990490.94050102	56768.5330196963	56884.1588708401	56111.0525628003	18538.1681425725	99841.515675017	11229185.5294993	11262387.0513815	11136823.1928063	4499451.14303272	18911515.119757
sip5	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0	0	0	0	0	-527699.230416604	-517587.934817192	-516246.831449792	-733479.353613332	-319176.01166915	-8794.98717361007	-8626.46558028654	-8604.11385749653	-12224.6558935555	-5319.60019448583	Warning: no occurrences in rep rC_t48_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)	T0.10	t0_16O	t72_16O	-388810.780078247	-391581.557821929	-414152.261982072	-881367.32450374	222961.705307054	-6480.17966797078	-6526.35929703215	-6902.5376997012	-14689.4554083957	3716.02842178423	4858241.96693983	4864886.18389407	4858241.96693983	3084363.61488623	6054004.74988955	3691809.62670509	3690141.51042828	3691809.62670509	3025196.46032334	4743129.10914183	none	138888.450338358	126006.376995263	114009.419129352	-410832.920785799	777859.554136112	2314.8075056393	2100.10628325438	1900.15698548918	-6847.21534643003	12964.3259022685	4747208.0875383	4725317.38006267	4703288.37328807	3840677.49813841	5711678.06301846
sip7	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0.0571224804201293	0.0558480818045212	0.0546717056284138	0.00914027714199404	0.116474762748875	635989.22219063	609971.561249735	589116.504372316	86437.916743539	1337337.43317936	10599.8203698438	10166.1926874956	9818.60840620528	1440.63194572565	22288.957219656	none	T0.10	t0_16O	t72_16O	-2301863.06761212	-2268474.63033942	-2301863.06761212	-6787651.37238655	2161065.99677719	-38364.384460202	-37807.910505657	-38364.384460202	-113127.522873109	36017.7666129531	26419261.2994023	26399755.0573106	26419261.2994023	18684670.9280903	40158272.8924575	19513672.0965659	19594331.1662924	19513672.0965659	13214174.5036984	31906934.1188349	none	-2937852.28980275	-2878446.19158916	-2858110.74419438	-7575544.14873456	1653787.59372462	-48964.2048300459	-47974.1031931526	-47635.1790699064	-126259.069145576	27563.126562077	18241693.6521846	18374388.0437929	18256944.4047797	11227156.5818581	30109161.6794434
sip8	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0	0.0112351990465829	0	0	0.0594537142944452	-80184.2759677714	-119406.916426767	-123945.741228762	-2076904.53618569	1884614.31400491	-1336.40459946286	-1990.11527377945	-2065.76235381271	-34615.0756030949	31410.2385667486	none	T0.10	t0_16O	t72_16O	-2083490.58549062	-1976444.09948687	-2083490.58549062	-17913584.739215	14928803.4600261	-34724.8430915103	-32940.7349914479	-34724.8430915103	-298559.745653583	248813.391000436	67064029.9018611	67072485.5390155	67064029.9018611	39483756.2905805	107543919.191296	60813558.1453893	61143153.2405548	60813558.1453893	34580237.5031068	111850440.28194	none	-2003306.30952285	-1857037.18306011	-2114653.21678477	-17986913.1916284	15666399.0388271	-33388.4384920475	-30950.6197176684	-35244.2202797462	-299781.886527139	261106.650647118	60973926.6973248	61381967.0734084	60820083.4980966	31987803.3022776	109778328.986927
sip9	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0.0569241268905132	0.0572300415974081	0.0576903752862589	0.0215747742268492	0.0917945954142223	575064.730400788	577023.035506291	579374.490530079	206941.847155358	970050.287516785	9584.41217334646	9617.05059177152	9656.24150883465	3449.03078592263	16167.5047919464	none	T0.10	t0_16O	t72_16O	1050110.00650145	1062518.4518805	1050110.00650145	-201484.13155777	2767862.14735059	17501.8334416909	17708.6408646749	17501.8334416909	-3358.06885929617	46131.0357891766	14586660.853749	14583159.7147026	14586660.853749	13783773.9956918	15380135.1426155	17736990.8732533	17770715.0703441	17736990.8732533	14514328.8413836	23161013.77155	none	475045.276100667	485495.416374204	446053.485946864	-872942.756526923	2156978.72646399	7917.42126834445	8091.59027290341	7434.22476578105	-14549.0459421154	35949.6454410665	16586861.4124518	16616668.9993315	16497625.8842422	12799375.3436796	21571140.3197311
sip11	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0.233904240071983	0.227678243338224	0.232165698570844	0.0192444743834233	0.420211361636224	274375.169930892	266726.647344123	238968.954696676	24813.6970587172	624414.198036028	4572.9194988482	4445.44412240204	3982.81591161127	413.561617645286	10406.9033006005	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rA_t72_16O & rB_t24_16O & rB_t3_16O & rB_t72_16O & rC_t24_16O & rC_t3_16O & rC_t72_16O (t48_16O/t3_16O/t24_16O/t168_16O/t72_16O)	T0.10	t0_16O	t72_16O	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O) and rep rA_t72_16O & rB_t72_16O & rC_t72_16O (t72_16O)	-274375.169930892	-266726.647344123	-238968.954696676	-624414.198036028	-24813.6970587172	-4572.9194988482	-4445.44412240204	-3982.81591161126	-10406.9033006005	-413.561617645286	-548750.339861784	-533453.294688245	-477937.909393352	-1248828.39607206	-49627.3941174344
sip13	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0.159696738431546	0.159680455561527	0.159370283168807	0.112471640039589	0.204823175291881	13195652.6486296	12977768.9275537	12776457.1433017	7865744.12476	19409831.3505315	219927.544143827	216296.148792562	212940.952388362	131095.735412667	323497.189175525	none	T0.10	t0_16O	t72_16O	41795532.022611	42077337.0094308	41795532.022611	15325390.3853223	83718680.5631168	696592.20037685	701288.95015718	696592.20037685	255423.173088705	1395311.34271861	43842185.6334992	43829318.2794382	43842185.6334992	28800323.8381593	69952900.8711767	169228781.701332	170061329.307731	169228781.701332	99243865.7379368	296322563.440517	none	28599879.3739813	29099568.0818771	28811148.9572058	1560990.02814408	68389192.4720124	476664.656233023	484992.801364618	480185.815953429	26016.500469069	1139819.87453353	142837476.404073	144105791.452623	143382411.031482	70267619.7957558	266086287.665656
sip15	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	0.0367619428879403	0.0425829701923739	0.0358354413581243	0	0.126088329910055	283327.278751159	336756.878792995	270422.479115089	-214932.267675957	1243736.89313756	4722.12131251932	5612.61464654991	4507.04131858481	-3582.20446126595	20728.9482189594	none	T0.10	t0_16O	t72_16O	1262699.180713	1265721.51596151	1262699.180713	42345.8436707811	2402388.77445848	21044.9863452167	21095.3585993584	21044.9863452167	705.764061179684	40039.8129076413	7239658.83715696	7242876.47381802	7239658.83715696	4169486.04096193	11220470.0633659	11027756.379296	11040041.0217025	11027756.379296	9637218.07504541	12843440.3963507	none	979371.90196184	928964.637168511	962970.705581764	-560982.838252099	2174744.09683097	16322.8650326973	15482.7439528085	16049.5117596961	-9349.71397086832	36245.7349471827	10461101.8217936	10366527.2641166	10414338.9405169	8181075.27714915	12242562.5871469
