taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.155711790185521	0.154589192621551	0.155019524479674	0.0908700531430908	0.212581346736116	4152886.83382734	4119918.90197954	4076614.45067422	2191647.79596585	6245967.00515104	69214.7805637889	68665.3150329924	67943.5741779036	36527.4632660975	104099.450085851	none	T0.7	t0_16O	t48_16O	9440298.81423943	9449805.63060828	9440298.81423943	6475663.32522389	12400207.25904	157338.313570657	157496.760510138	157338.313570657	107927.722087065	206670.120984	12140700.7496706	12104351.0236896	12140700.7496706	6740576.09077156	17690351.8035627	31021298.3781495	31003962.2849062	31021298.3781495	28003077.3532372	33291190.0301536	none	5287411.98041209	5329886.72862874	5391787.0856024	1577580.79216208	8861767.83718683	88123.5330068683	88831.4454771456	89863.1180933735	26293.0132027014	147696.13061978	26868411.5443221	26884043.3829267	26918816.9818271	23369166.5831361	30396957.4455242
sip3	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0953107327573275	0.0945183758084497	0.0933892455112604	0.0351816352613086	0.159997586540536	2106465.02858651	2062554.10983693	2031921.73543157	855032.939610825	3454286.55142725	35107.7504764418	34375.9018306156	33865.3622571929	14250.5489935137	57571.4425237875	none	T0.7	t0_16O	t48_16O	-3365499.72230909	-3375325.27937791	-3365499.72230909	-7190378.03170442	459378.587086242	-56091.6620384848	-56255.4213229652	-56091.6620384848	-119839.63386174	7656.3097847707	28675315.8918142	28650264.8376255	28675315.8918142	25181931.1583951	32923767.4677958	21944316.4471961	21899614.2788696	21944316.4471961	14455616.2130228	27013460.9628532	none	-5471964.7508956	-5437879.38921485	-5344561.7763876	-9963126.08572194	-1534515.29462554	-91199.4125149266	-90631.3231535808	-89076.0296064601	-166052.101428699	-25575.2549104257	19837851.4186096	19837060.1690327	19913837.6728849	12846144.4212594	26108146.8751586
sip4	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.218574872912751	0.218822158120371	0.218964821434839	0.079651229537356	0.362556573464265	1722747.17622327	1734291.41643939	1682414.68320228	562881.428868189	3129253.08059955	28712.4529370545	28904.8569406564	28040.244720038	9381.35714780315	52154.2180099925	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rC_t3_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)	T0.7	t0_16O	t48_16O	6633859.77913069	6624411.25888221	6633859.77913069	5500345.25825325	7748247.46133076	110564.329652178	110406.854314703	110564.329652178	91672.4209708875	129137.457688846	338506.102551221	342229.669679285	338506.102551221	0	1015518.30765366	13606225.6608126	13591052.1874437	13606225.6608126	11000690.5165065	15496494.9226615	Warning: no occurrences in rep rB_t0_16O & rC_t0_16O (t0_16O)	4911112.60290742	4890119.84244282	4909603.06756078	3080510.47994901	6556989.4203473	81851.8767151237	81501.997374047	81826.7177926797	51341.8413324835	109283.157005788	11883478.4845893	11856760.7710043	11879232.8340003	8989735.94508349	14462051.8235953
sip5	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0756348218102819	0.0785838863972625	0.0793900181741974	0	0.14597982780693	287940.739752252	301655.006889325	305911.47642759	-36287.5928482674	592712.442846942	4799.0123292042	5027.58344815542	5098.52460712649	-604.79321413779	9878.5407141157	Warning: no occurrences in rep rC_t48_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)	T0.7	t0_16O	t48_16O	-939199.900075938	-951227.384813455	-939199.900075938	-2505470.89149505	627071.091343171	-15653.3316679323	-15853.7897468909	-15653.3316679323	-41757.8481915841	10451.1848557195	4858241.96693983	4864886.18389407	4858241.96693983	3084363.61488623	6054004.74988955	2979842.16678795	2962431.41426716	2979842.16678795	0	5122503.77129173	Warning: no occurrences in rep rC_t48_16O (t48_16O)	-1227140.63982819	-1252882.39170278	-1278201.06840205	-2810747.41030171	376453.242643906	-20452.3439971365	-20881.3731950463	-21303.3511400341	-46845.790171695	6274.22071073177	2691901.4270357	2660776.40737783	2662536.58139946	-181505.120215092	5151151.28673059
sip7	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.103929096071937	0.10278069767246	0.103044010419046	0.0454565559014724	0.15659696623602	1815951.53659703	1786125.81926279	1759891.3881587	714841.57829467	3088424.26132194	30265.8589432838	29768.7636543799	29331.5231359783	11914.0263049112	51473.737688699	none	T0.7	t0_16O	t48_16O	-5437994.4771608	-5428352.32554518	-5437994.4771608	-11619710.7648929	-755274.043414729	-90633.2412860133	-90472.5387590864	-90633.2412860133	-193661.846081549	-12587.9007235788	26419261.2994023	26399755.0573106	26419261.2994023	18684670.9280903	40158272.8924575	15543272.3450807	15543050.4062203	15543272.3450807	12503704.2705989	17750845.8911171	none	-7253946.01375783	-7214478.14480797	-6989669.57989565	-13447392.9126766	-2384381.31952598	-120899.100229297	-120241.302413466	-116494.492998261	-224123.215211278	-39739.6886587664	13727320.8084836	13756924.5869575	13738471.989371	10834460.897045	16807428.3160395
sip8	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0529540379256106	0.0530439131198556	0.052517046728381	0.00381579727621498	0.105825298437974	2671580.50588344	2723432.47226342	2613225.48065611	164003.473402626	5761293.41234313	44526.341764724	45390.5412043903	43553.7580109352	2733.3912233771	96021.5568723854	none	T0.7	t0_16O	t48_16O	-9272837.63556705	-9237611.59566048	-9272837.63556705	-26207123.7820547	5387646.17345504	-154547.293926118	-153960.193261008	-154547.293926118	-436785.396367579	89794.1028909173	67064029.9018611	67072485.5390155	67064029.9018611	39483756.2905805	107543919.191296	48518354.630727	48597262.3476945	48518354.630727	41884107.9795881	60869661.7458376	none	-11944418.1414505	-11961044.0679239	-11792589.240434	-30194163.1307345	3342205.6032395	-199073.635690842	-199350.734465398	-196543.154007234	-503236.052178909	55703.4267206581	45846774.1248436	45873829.8754311	45791878.9320631	37290274.7707	56277406.0227444
sip9	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.099560353346225	0.0989844410180262	0.0980554532970084	0.054777862713549	0.147381982738105	1479724.38685267	1461567.75020082	1443892.11413844	773500.218096378	2286759.74507002	24662.0731142112	24359.462503347	24064.8685689741	12891.6703016063	38112.6624178337	none	T0.7	t0_16O	t48_16O	1089147.76671492	1079853.32140683	1089147.76671492	-726133.250658192	2909135.06868335	18152.462778582	17997.5553567805	18152.462778582	-12102.2208443032	48485.5844780558	14586660.853749	14583159.7147026	14586660.853749	13783773.9956918	15380135.1426155	16764956.3871788	16742866.3575163	16764956.3871788	12939794.7746558	19602044.1330585	none	-390576.620137749	-381714.428793994	-373572.192014592	-2433971.05221986	1638596.79160151	-6509.61033562915	-6361.90714656656	-6226.20320024315	-40566.1842036645	27309.9465266918	15285232.0003261	15281298.6073154	15258999.3786843	11637635.2808999	18806218.2756267
sip11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip13	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.208949314674709	0.209075632711011	0.208265559591535	0.17307188677599	0.247058084054325	30101459.1059721	29961542.3584132	29534984.9700674	18200213.3052732	44585564.7486646	501690.985099534	499359.039306886	492249.749501124	303336.888421221	743092.745811076	none	T0.7	t0_16O	t48_16O	52870991.4348286	53017101.6926713	52870991.4348286	27637874.0250737	77883115.0592881	881183.190580476	883618.361544522	881183.190580476	460631.233751228	1298051.9176548	43842185.6334992	43829318.2794382	43842185.6334992	28800323.8381593	69952900.8711767	149584168.503156	149863521.664781	149584168.503156	112835459.361319	198284079.634408	none	22769532.3288565	23055559.3342581	23938407.223598	-7536944.04072297	50300496.5043956	379492.205480942	384259.322237636	398973.453726633	-125615.73401205	838341.608406593	119482709.397184	119901979.306368	121007977.190609	68753048.8761387	165145342.460905
sip15	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0562484058350894	0.0567486606839316	0.0559070184796928	0	0.129827917487937	538814.591662137	523171.81266127	505888.649751788	-153653.595623236	1241432.71069495	8980.24319436895	8719.53021102117	8431.47749586314	-2560.89326038727	20690.5451782491	none	T0.7	t0_16O	t48_16O	806420.418909151	805034.93595576	806420.418909151	-1183985.19419534	2641892.50055452	13440.3403151525	13417.248932596	13440.3403151525	-19733.0865699224	44031.5416759087	7239658.83715696	7242876.47381802	7239658.83715696	4169486.04096193	11220470.0633659	8852499.67497526	8852946.34572954	8852499.67497526	6779056.90428649	10325171.0785683	none	267605.827247014	281863.12329449	332755.08184692	-1749222.65003657	2344653.11833401	4460.09712078357	4697.71872157484	5545.91803078199	-29153.7108339428	39077.5519722335	8313685.08331312	8329774.53306827	8312009.68686164	6433244.82777653	10258245.8387444
