taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip1	T0.7	t0_16O	t48_16O	9440298.81423943	9449805.63060828	9440298.81423943	6475663.32522389	12400207.25904	157338.313570657	157496.760510138	157338.313570657	107927.722087065	206670.120984	12140700.7496706	12104351.0236896	12140700.7496706	6740576.09077156	17690351.8035627	31021298.3781495	31003962.2849062	31021298.3781495	28003077.3532372	33291190.0301536	none
sip3	T0.7	t0_16O	t48_16O	-3365499.72230909	-3375325.27937791	-3365499.72230909	-7190378.03170442	459378.587086242	-56091.6620384848	-56255.4213229652	-56091.6620384848	-119839.63386174	7656.3097847707	28675315.8918142	28650264.8376255	28675315.8918142	25181931.1583951	32923767.4677958	21944316.4471961	21899614.2788696	21944316.4471961	14455616.2130228	27013460.9628532	none
sip4	T0.7	t0_16O	t48_16O	6633859.77913069	6624411.25888221	6633859.77913069	5500345.25825325	7748247.46133076	110564.329652178	110406.854314703	110564.329652178	91672.4209708875	129137.457688846	338506.102551221	342229.669679285	338506.102551221	0	1015518.30765366	13606225.6608126	13591052.1874437	13606225.6608126	11000690.5165065	15496494.9226615	Warning: no occurrences in rep rB_t0_16O & rC_t0_16O (t0_16O)
sip5	T0.7	t0_16O	t48_16O	-939199.900075938	-951227.384813455	-939199.900075938	-2505470.89149505	627071.091343171	-15653.3316679323	-15853.7897468909	-15653.3316679323	-41757.8481915841	10451.1848557195	4858241.96693983	4864886.18389407	4858241.96693983	3084363.61488623	6054004.74988955	2979842.16678795	2962431.41426716	2979842.16678795	0	5122503.77129173	Warning: no occurrences in rep rC_t48_16O (t48_16O)
sip7	T0.7	t0_16O	t48_16O	-5437994.4771608	-5428352.32554518	-5437994.4771608	-11619710.7648929	-755274.043414729	-90633.2412860133	-90472.5387590864	-90633.2412860133	-193661.846081549	-12587.9007235788	26419261.2994023	26399755.0573106	26419261.2994023	18684670.9280903	40158272.8924575	15543272.3450807	15543050.4062203	15543272.3450807	12503704.2705989	17750845.8911171	none
sip8	T0.7	t0_16O	t48_16O	-9272837.63556705	-9237611.59566048	-9272837.63556705	-26207123.7820547	5387646.17345504	-154547.293926118	-153960.193261008	-154547.293926118	-436785.396367579	89794.1028909173	67064029.9018611	67072485.5390155	67064029.9018611	39483756.2905805	107543919.191296	48518354.630727	48597262.3476945	48518354.630727	41884107.9795881	60869661.7458376	none
sip9	T0.7	t0_16O	t48_16O	1089147.76671492	1079853.32140683	1089147.76671492	-726133.250658192	2909135.06868335	18152.462778582	17997.5553567805	18152.462778582	-12102.2208443032	48485.5844780558	14586660.853749	14583159.7147026	14586660.853749	13783773.9956918	15380135.1426155	16764956.3871788	16742866.3575163	16764956.3871788	12939794.7746558	19602044.1330585	none
sip13	T0.7	t0_16O	t48_16O	52870991.4348286	53017101.6926713	52870991.4348286	27637874.0250737	77883115.0592881	881183.190580476	883618.361544522	881183.190580476	460631.233751228	1298051.9176548	43842185.6334992	43829318.2794382	43842185.6334992	28800323.8381593	69952900.8711767	149584168.503156	149863521.664781	149584168.503156	112835459.361319	198284079.634408	none
sip15	T0.7	t0_16O	t48_16O	806420.418909151	805034.93595576	806420.418909151	-1183985.19419534	2641892.50055452	13440.3403151525	13417.248932596	13440.3403151525	-19733.0865699224	44031.5416759087	7239658.83715696	7242876.47381802	7239658.83715696	4169486.04096193	11220470.0633659	8852499.67497526	8852946.34572954	8852499.67497526	6779056.90428649	10325171.0785683	none
sip16	T0.7	t0_16O	t48_16O	53416526.0278868	53554839.0837159	53704307.2647817	29328174.4807387	76234317.6947106	890275.433798113	892580.651395265	895071.787746362	488802.908012311	1270571.96157851	48797984.3812955	48741686.1298623	48797984.3812955	29542777.8269286	79685038.2080836	155631036.437069	155851364.297294	155631036.437069	124168420.136491	194970500.077906	none
sip17	T0.7	t0_16O	t48_16O	-263295.130547177	-246992.826590646	-263295.130547177	-3035327.51278826	2376019.10977979	-4388.25217578628	-4116.5471098441	-4388.25217578628	-50588.7918798044	39600.3184963298	18022866.0425362	17995840.8530447	18022866.0425362	11984872.9628971	23692050.7736988	17496275.7814419	17501855.1998634	17496275.7814419	15819901.2510319	18397023.029987	none
sip18	T0.7	t0_16O	t48_16O	-8656045.07774115	-8632137.26376095	-8656045.07774115	-15822171.7790048	-924231.349923089	-144267.417962352	-143868.954396016	-144267.417962352	-263702.862983414	-15403.8558320515	41435987.6478842	41361084.8876985	41435987.6478842	25972360.1922481	53516597.4415659	24123897.4924019	24096810.3601766	24123897.4924019	18806440.5944615	29274738.47849	none
sip19	T0.7	t0_16O	t48_16O	-428221.017300893	-452429.011475954	-428221.017300893	-3463701.94764004	2968674.06202078	-7137.01695501488	-7540.48352459923	-7137.01695501488	-57728.3657940006	49477.9010336797	12083296.2400989	12106256.9726426	12083296.2400989	5289506.08145559	17236650.5125399	11226854.2054971	11201398.9496907	11226854.2054971	7261729.58582694	13315434.5891473	none
sip20	T0.7	t0_16O	t48_16O	-1997324.01015098	-2023866.93966661	-2089871.04612376	-5147356.60724098	1875755.21844062	-33288.7335025163	-33731.1156611101	-34831.1841020627	-85789.2767873496	31262.5869740103	16941782.4035025	16970007.7085471	16941782.4035025	9195623.94631935	22345417.3273393	12947134.3832006	12922273.8292139	12947134.3832006	9503403.78348853	17145304.771595	none
sip22	T0.7	t0_16O	t48_16O	-5081456.01124176	-5079938.83877621	-5081456.01124176	-7588161.85000051	-3283227.4135687	-84690.933520696	-84665.6473129369	-84690.933520696	-126469.364166675	-54720.4568928117	19951849.0836643	19948225.7239373	19951849.0836643	16953736.9506167	25400489.2253532	9788937.06118083	9788348.04638492	9788937.06118083	9008063.95741353	10915454.8045441	none
sip23	T0.7	t0_16O	t48_16O	459223.154075452	455550.135863446	459223.154075452	-531593.008582111	1450039.31673301	7653.71923459086	7592.50226439076	7653.71923459086	-8859.88347636851	24167.3219455502	1411605.3551264	1413086.6507769	1411605.3551264	0	3241468.44366606	2330051.6632773	2324186.92250379	2330051.6632773	1259030.50005395	3231194.5073704	Warning: no occurrences in rep rB_t0_16O (t0_16O)
sip25	T0.7	t0_16O	t48_16O	-5731961.58730876	-5713480.33803471	-5731961.58730876	-10841157.7738331	-105224.141477746	-95532.6931218127	-95224.6723005785	-95532.6931218127	-180685.962897219	-1753.73569129577	31191887.7182483	31143181.9215943	31191887.7182483	19705207.9277571	43137059.982251	19727964.5436307	19716221.2455249	19727964.5436307	17522815.6294375	21693928.9462044	none
sip26	T0.7	t0_16O	t48_16O	-342538.866022917	-352563.255903305	-342538.866022917	-2695084.98674918	1960921.23913341	-5708.98110038194	-5876.05426505508	-5708.98110038194	-44918.0831124863	32682.0206522235	12564385.401115	12569936.5941065	12564385.401115	8121547.25096968	18118476.4802207	11879307.6690692	11864810.0822999	11879307.6690692	9744556.59555342	13568387.9972404	none
sip29	T0.7	t0_16O	t48_16O	8872038.36520973	8887467.19274472	8872038.36520973	5331019.45879535	13081953.5564584	147867.306086829	148124.453212412	147867.306086829	88850.3243132559	218032.559274307	9886437.48776715	9905321.3269782	9886437.48776715	3755640.2564252	14960624.1795892	27630514.2181866	27680255.7124676	27630514.2181866	22945678.4767439	35605014.4063546	none
sip30	T0.7	t0_16O	t48_16O	4210598.62723953	4232495.32005073	4210598.62723953	1501476.44524519	7142390.74516998	70176.6437873255	70541.5886675121	70176.6437873255	25024.6074207532	119039.845752833	7822352.82700421	7817572.34928739	7822352.82700421	5547702.92715183	12272576.3765143	16243550.0814833	16282562.9893888	16243550.0814833	12610300.0914721	22140159.7340757	none
sip36	T0.7	t0_16O	t48_16O	8811424.51227242	8837845.09825878	8811424.51227242	5116903.02169714	12054136.0526279	146857.07520454	147297.418304313	146857.07520454	85281.7170282857	200902.267543798	10078428.0904676	10054469.5905755	10078428.0904676	5037694.45354905	14212595.6707534	27701277.1150125	27730159.787093	27701277.1150125	23370534.5395967	32935639.5908678	none
sip38	T0.7	t0_16O	t48_16O	-3858758.52400856	-3826848.96937103	-3674121.42986819	-11532575.0872762	2474082.37144176	-64312.6420668094	-63780.8161561839	-61235.3571644698	-192209.584787936	41234.706190696	27885559.0652683	27847996.131126	27885559.0652683	16233989.2862429	45077358.0871989	20168042.0172512	20194298.1923839	20168042.0172512	14434865.1577013	23588541.7294473	none
sip46	T0.7	t0_16O	t48_16O	-2584098.83641662	-2581486.37982625	-2584098.83641662	-6865586.78181258	630008.970628307	-43068.313940277	-43024.7729971041	-43068.313940277	-114426.446363543	10500.1495104718	12043374.1301743	12028832.5859511	12043374.1301743	6493500.52104559	21668065.4891579	6875176.45734107	6865859.82629858	6875176.45734107	5196837.34276117	8245203.74872683	none
sip47	T0.7	t0_16O	t48_16O	2313464.51742742	2325805.85372709	2313464.51742742	-736200.44178626	5363129.4766411	38557.7419571237	38763.4308954514	38557.7419571237	-12270.0073631043	89385.4912773517	6866759.73735178	6871917.7991417	6866759.73735178	2397282.55003847	12552556.5355429	11493688.7722066	11523529.5065959	11493688.7722066	7690576.72632559	15833292.4961032	none
sip48	T0.7	t0_16O	t48_16O	-10780540.6840921	-10778960.4249846	-10780540.6840921	-21174201.6517763	-3886194.46138184	-179675.678068202	-179649.340416411	-179675.678068202	-352903.360862938	-64769.9076896974	37112738.1819613	37101565.7294664	37112738.1819613	24054726.0216289	59780245.9274699	15551656.8137772	15543644.8794971	15551656.8137772	13324222.310978	17605466.9702468	none
sip49	T0.7	t0_16O	t48_16O	-6292645.93096595	-6294223.53065294	-6292645.93096595	-9848877.89465198	-2736413.96727993	-104877.432182766	-104903.725510882	-104877.432182766	-164147.964910866	-45606.8994546655	21393590.75129	21372817.6372274	21393590.75129	16395039.3984613	26772402.8753843	8808298.88935809	8784370.57592148	8808298.88935809	4447256.17163253	12461641.6577558	none
sip51	T0.7	t0_16O	t48_16O	274109.156005673	285157.752476704	274109.156005673	-1608309.33598114	2156527.64799249	4568.48593342789	4752.62920794507	4568.48593342789	-26805.1555996857	35942.1274665414	9661708.10904167	9642840.734809	9661708.10904167	5413332.66300966	13713906.1408481	10209926.421053	10213156.2397624	10209926.421053	9211947.26302554	11343296.1237528	none
sip55	T0.7	t0_16O	t48_16O	-3014291.66819459	-3010480.00856666	-3014291.66819459	-6470215.830898	449435.754427047	-50238.1944699098	-50174.6668094443	-50238.1944699098	-107836.930514967	7490.59590711745	16296853.205969	16272066.177936	16296853.205969	11159661.0146959	20351533.1668989	10268269.8695798	10251106.1608026	10268269.8695798	6260706.16442771	14116160.8109189	none
sip56	T0.7	t0_16O	t48_16O	2878621.82452425	2881959.53105359	2878621.82452425	2607856.71566936	3389778.72793697	47977.0304087376	48032.6588508931	47977.0304087376	43464.2785944894	56496.3121322828	0	0	0	0	0	5757243.64904851	5763919.06210717	5757243.64904851	5215713.43133873	6779557.45587393	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O)
sip57	T0.7	t0_16O	t48_16O	-3839059.52685807	-3825148.80080242	-3839059.52685807	-10424781.6252188	1468812.7074684	-63984.3254476345	-63752.4800133737	-63984.3254476345	-173746.360420313	24480.21179114	33399264.9354155	33399520.465288	33399264.9354155	23491271.3566626	48583363.5475222	25721145.8816993	25749222.8636832	25721145.8816993	23230372.8203519	29985514.035451	none
sip61	T0.7	t0_16O	t48_16O	-577817.81425532	-575058.691638744	-577817.81425532	-2179250.79474577	1023615.16623513	-9630.29690425532	-9584.3115273124	-9630.29690425532	-36320.8465790962	17060.2527705855	4495065.78714823	4489531.97645323	4495065.78714823	2716958.90251163	7203738.01682726	3339430.15863759	3339414.59317574	3339430.15863759	976711.147105256	5046703.08151328	none
sip62	T0.7	t0_16O	t48_16O	5402656.732481	5448302.41028262	5402656.732481	1870343.78113245	12432983.8144393	90044.2788746834	90805.040171377	90044.2788746834	31172.3963522076	207216.396907322	0	0	0	0	0	10805313.464962	10896604.8205652	10805313.464962	3740687.56226491	24865967.6288786	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O)
sip63	T0.7	t0_16O	t48_16O	-967179.707923842	-962441.116337787	-967179.707923842	-2315975.48754286	512454.213846453	-16119.6617987307	-16040.6852722965	-16119.6617987307	-38599.5914590476	8540.90356410754	7892751.42583384	7877324.0227436	7892751.42583384	4683363.50976983	10450687.0044842	5958392.00998616	5952441.79006803	5958392.00998616	4923933.12234444	6733542.40431941	none
sip64	T0.7	t0_16O	t48_16O	4718852.18230339	4720865.1278039	4718852.18230339	2100962.42235926	7329225.43813932	78647.5363717231	78681.0854633983	78647.5363717231	35016.0403726543	122153.757302322	1844789.09442049	1865081.77445911	1844789.09442049	0	5534367.28326146	11282493.4590273	11306812.0300669	11282493.4590273	7906536.04177589	15588298.8704533	Warning: no occurrences in rep rB_t0_16O & rC_t0_16O (t0_16O)
sip66	T0.7	t0_16O	t48_16O	-4930146.45196966	-4900501.20095469	-4930146.45196966	-9902568.18206232	747198.251130597	-82169.1075328276	-81675.0200159116	-82169.1075328276	-165042.803034372	12453.30418551	18252916.4229222	18197918.5638324	18252916.4229222	6898227.01672167	27124375.1164306	8392623.51898287	8396916.16192298	8392623.51898287	3627782.24012195	11595417.6125986	none
sip71	T0.7	t0_16O	t48_16O	2741263.21493183	2742421.32044752	2741263.21493183	1897449.31963154	3465361.59584966	45687.7202488638	45707.0220074587	45687.7202488638	31624.1553271924	57756.0265974943	239431.028764906	242064.77008132	239431.028764906	0	718293.086294718	5721957.45862856	5726907.41097636	5721957.45862856	4513191.7255578	7014867.52381872	Warning: no occurrences in rep rB_t0_16O & rC_t0_16O (t0_16O)
sip75	T0.7	t0_16O	t48_16O	-66425.9082471114	-73015.4345421993	-66425.9082471114	-1740707.11714747	1665233.2756433	-1107.09847078519	-1216.92390903666	-1107.09847078519	-29011.7852857912	27753.8879273883	6333093.60037213	6340455.27692739	6333093.60037213	2869775.23259132	9962427.26882169	6200241.78387791	6194424.40784299	6200241.78387791	5367681.70571792	7022257.34983626	none
sip86	T0.7	t0_16O	t48_16O	-1049607.14653091	-1040052.76355399	-1049607.14653091	-4983933.43225264	2357541.18227735	-17493.4524421818	-17334.2127258999	-17493.4524421818	-83065.5572042106	39292.3530379558	8097958.43024943	8099114.25594466	8097958.43024943	1905788.75890248	17357644.3026526	5998744.13718762	6019008.72883668	5998744.13718762	4062421.15208104	9053455.58118046	none
sip88	T0.7	t0_16O	t48_16O	-534587.503603101	-535528.896695165	-534587.503603101	-3275972.80413116	1800464.40621028	-8909.79172671835	-8925.48161158608	-8909.79172671835	-54599.5467355194	30007.7401035047	4260696.47631465	4262013.963547	4260696.47631465	0	10511578.6170256	3191521.46910844	3190956.17015667	3191521.46910844	1604595.24282935	4369040.35207541	Warning: no occurrences in rep rB_t0_16O (t0_16O)
sip89	T0.7	t0_16O	t48_16O	-11349427.3927216	-11293860.2109469	-11349427.3927216	-23345621.0611458	-273963.445441343	-189157.123212027	-188231.003515782	-189157.123212027	-389093.68435243	-4566.05742402238	44046781.1197627	43954607.3087227	44046781.1197627	21298119.852188	69539894.2957105	21347926.3343194	21366886.8868289	21347926.3343194	13436130.4786452	26008637.090673	none
