taxonID	comparisonID	trt.code.1	trt.code.2	wad1.obs.mean	wad2.obs.mean	wad1.boot.mean	wad1.boot.median	wad1.boot.CI.L	wad1.boot.CI.U	wad2.boot.mean	wad2.boot.median	wad2.boot.CI.L	wad2.boot.CI.U	wad.diff.obs	wad.diff.boot.mean	wad.diff.boot.median	wad.diff.boot.CI.L	wad.diff.boot.CI.U	wad.diff.p.value	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	r.obs	r.boot.mean	r.boot.median	r.boot.CI.L	r.boot.CI.U	f.obs	f.boot.mean	f.boot.median	f.boot.CI.L	f.boot.CI.U	N1.obs.mean	N2.obs.mean	N1.boot.mean	N1.boot.median	N1.boot.CI.L	N1.boot.CI.U	N2.boot.mean	N2.boot.median	N2.boot.CI.L	N2.boot.CI.U	N.obs.mean	N.boot.mean	N.boot.median	N.boot.CI.L	N.boot.CI.U	message
sip1	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71133385610239	1.72796334547049	1.71132190975848	1.71129728702121	1.70936124568176	1.71328378439551	1.72788363567952	1.72796334547049	1.72532156437416	1.73108257451212	0.0166294893681034	0.0165617259210451	0.016515327363501	0.0133025612526319	0.0199223166317345	0.001	0.247377472885577	0.246380194770736	0.245706762726909	0.197726217638884	0.296439447771564	2000835.80151849	1987386.28169069	1972203.01012769	1404573.78656965	2676128.18162405	33347.2633586414	33123.1046948449	32870.0501687948	23409.5631094942	44602.1363604009	31623646.6361415	45296402.2244196	31452480.2399803	31247480.6917424	22239285.4921565	41463426.2283281	45622827.7918785	45296402.2244196	28879903.5580418	54622045.4329	33902439.2341878	33814204.8319633	33678072.1016829	26041621.724627	42614039.467464	none
sip3	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71001410942526	1.71522698688392	1.7100075351671	1.70998061440716	1.70852243517132	1.71157997042111	1.71511669769222	1.71522698688392	1.7109426173393	1.71800782819853	0.00521287745865684	0.00510916252512324	0.00514040397311	0.000629414796922212	0.00851375299697945	0.02	0.0776037572843998	0.0761067565423247	0.0765153534398699	0.00936841728989336	0.126782226035792	454285.115700405	440685.124612613	450193.036742841	53616.8709554824	747930.920270963	7571.41859500675	7344.75207687689	7503.21727904736	893.614515924706	12465.5153378494	25592418.190873	19261245.0925265	25462588.6671658	25283497.7317165	20918715.9253721	31154371.4851022	19396337.4475103	19261245.0925265	13002172.0032947	23339937.5141765	24537222.674482	24451546.7972232	24277741.7710384	20494927.9490512	29191760.5364287	none
sip4	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.7124607033634	1.72995578402247	1.71242892016393	1.71214674028543	1.70856436127757	1.71789801529366	1.7298446710386	1.72995578402247	1.72605453272681	1.7337702889249	0.0174950806590679	0.0174157508746725	0.0176327098638939	0.0108865050265822	0.0228349104886481	0.027027027027027	0.260088258654226	0.258965957789235	0.262433206045651	0.161291453182221	0.34021759141886	648552.971159595	651615.95149385	653308.844573891	316733.917340832	1018439.73615979	10809.2161859933	10860.2658582308	10888.4807428982	5278.89862234719	16973.9956026632	9311089.56295477	16157267.015705	9277891.15975156	9213237.78268829	5678007.6112968	13167509.1534442	16242485.9221399	16157267.015705	9384086.40054494	21515247.5665082	10452119.1384131	10438656.953483	10375459.5324083	7079793.2798313	13688774.5981617	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rC_t3_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)
sip7	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71263839776581	1.72373119065848	1.71263949257264	1.71266839433996	1.7111568348986	1.71419370304725	1.72362718588014	1.72373119065848	1.71917246065266	1.72693264847793	0.0110927928926692	0.0109876933075001	0.0111249409683335	0.00634530793713187	0.0146551481088469	0.002	0.164892965213058	0.163336284177752	0.165347587869145	0.0943118066382771	0.217892841261262	778781.837194066	766748.867194352	760194.777107826	388848.379349648	1206175.04716833	12979.6972865678	12779.1477865725	12669.9129517971	6480.80632249413	20102.9174528055	20552707.1184277	16016809.2970703	20319260.3366856	19799050.1575603	13581059.2872876	29658523.527124	16023533.849222	16016809.2970703	9491415.45783376	24885829.1941071	19796724.1482015	19603305.9221083	19238547.0901125	13933474.8899424	27660820.5876082	none
sip8	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.70030746099496	1.69511982702241	1.7002977964816	1.70029051862039	1.69762004237904	1.70289141392105	1.69472978551443	1.69511982702241	1.68090683194759	1.70724509999734	-0.00518763397254718	-0.00556801096716973	-0.00538029506915849	-0.0197788706144609	0.00644214158985767	0.866	0	0.0109021931143688	0	0	0.0964051059447388	-975782.989475483	-1029319.9596189	-992253.180344267	-3419973.83448792	1244348.68759072	-16263.0498245914	-17155.3326603151	-16537.5530057378	-56999.563908132	20739.1447931786	56069059.7814562	35677657.1617309	55699668.277647	55299030.3895882	41456716.8805582	73659224.2612759	35560943.6912587	35677657.1617309	27846683.5807224	48610589.8237326	52670492.6781687	52343214.1799156	51940321.0310119	40374441.0061824	67908351.1237236	none
sip9	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71467736533294	1.72383236152692	1.71466662003049	1.71467133446183	1.71336100519379	1.71597660484252	1.72369119334618	1.72383236152692	1.7183248421398	1.72733419591126	0.00915499619397897	0.00902457331568395	0.00909343259620055	0.00344893461850739	0.0130715097025825	0.003	0.135931379661825	0.134000381713815	0.13499281780259	0.0512030978164588	0.194184941120096	521047.333791669	508112.730243948	511391.364622824	187409.222760097	791604.147609711	8684.12222986114	8468.5455040658	8523.1894103804	3123.48704600161	13193.4024601618	17370827.1715925	9548375.67773512	17224801.0934833	16852935.0715823	13257692.1345845	22778843.1388453	9575121.55604392	9548375.67773512	7510794.49701549	11105660.0484809	16067085.2559496	15949854.5039101	15673582.7617488	12639984.0299905	20539803.7186139	none
sip13	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.70388698525905	1.71249279774955	1.70387672539156	1.70386893294608	1.70171155393514	1.70612177939122	1.71238677355215	1.71249279774955	1.70892488191691	1.71650998680587	0.00860581249049752	0.00851004816059565	0.00846305148724791	0.00419861295448907	0.0127520692026098	0.008	0.128559659247634	0.1271420001383	0.126339329834913	0.0626909439260494	0.190680404726901	3852829.13607678	3760052.70183844	3618020.53523163	1574110.40405462	6607717.99069522	64213.818934613	62667.5450306407	60300.3422538605	26235.1734009103	110128.633178254	141316856.248858	47128590.8743807	139535591.216185	135465914.845629	82491628.5039435	220620639.80173	47039813.1172154	47128590.8743807	41666200.9371185	55265881.3987351	125618812.019778	124119628.19969	120814699.032503	76151972.134501	191695375.727444	none
sip15	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71077127931968	1.72092311919491	1.71073518835608	1.71079364262526	1.70689822348844	1.7141670526756	1.72084013174529	1.72092311919491	1.71747539872048	1.72282478367201	0.0101518398752283	0.0101049433892092	0.0100951426176179	0.0055576360962003	0.014760748850323	0.014	0.151065076494572	0.15040085190208	0.150132962396376	0.0825593662672199	0.220026906099433	410757.996745496	401602.73924046	395789.260382091	202610.572516739	620745.865309961	6845.96661242493	6693.37898734099	6596.48767303486	3376.84287527899	10345.7644218327	11731056.6892781	9728456.30569007	11558926.5765857	11275847.1331186	7728361.24932192	17161142.5370777	9744378.71284509	9728456.30569007	6921610.16181908	12902580.0254908	11397289.9586801	11256501.9326289	11004960.6593103	8062576.18397661	15884167.6480943	none
sip16	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.70353827439848	1.71275434629174	1.70352618103194	1.70350936456049	1.70121893560972	1.70582041807074	1.71268192527703	1.71275434629174	1.7104695210707	1.71586989451737	0.00921607189326012	0.00915574424508515	0.00906799623435894	0.00579519459733089	0.0126677565100928	0.003	0.13770339806931	0.136815695852674	0.13549293692475	0.0865136759783266	0.189460970731	4407329.21864061	4325825.23852992	4188298.91043408	2076233.10170737	7229004.61591037	73455.4869773435	72097.0873088319	69804.981840568	34603.8850284562	120483.410265173	150213116.690455	53871119.9928413	148307774.133167	143553225.720667	85805701.4464241	240521205.031938	53949761.2706239	53871119.9928413	49337853.2392464	56394679.1315533	134156117.240853	132581438.656077	128730330.684177	80794499.7239492	209058446.413796	none
sip17	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71152151085986	1.71554670172999	1.71149902005404	1.71150421822137	1.71000029387679	1.71303049319655	1.71539323542546	1.71554670172999	1.7089291483635	1.71989512876645	0.00402519087012743	0.0038942153714204	0.00408588075938554	-0.00281623143691903	0.00869223563272716	0.067	0.0598717104461757	0.0603382440207109	0.060751979303975	0	0.129366990311713	259621.278062905	249855.611512529	259000.913616462	-163767.657685531	596785.05715771	4327.02130104841	4164.26019187548	4316.6818936077	-2729.46096142551	9946.41761929517	19299710.9316204	12557432.566179	19160767.8493565	18973089.8414936	14736863.8524866	25034083.0851011	12578292.1152493	12557432.566179	8535873.51935401	17201292.087753	18175997.8707135	18063688.5603387	17865940.3393786	14264137.0922134	22955422.4692243	none
