taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.247377472885577	0.246380194770736	0.245706762726909	0.197726217638884	0.296439447771564	2000835.80151849	1987386.28169069	1972203.01012769	1404573.78656965	2676128.18162405	33347.2633586414	33123.1046948449	32870.0501687948	23409.5631094942	44602.1363604009	none	T0.15	t0_16O	t168_16O.t168_18O	4496684.4685346	4485866.91102969	4448421.50226349	2364578.42253865	6869127.05626686	74944.7411422434	74764.4485171615	74140.3583710581	39409.6403756442	114485.450937781	12140700.7496706	12104351.0236896	12140700.7496706	6740576.09077156	17690351.8035627	43617492.0294128	43505419.4008975	43607652.5764419	29607761.3406958	59885637.7967865	none	2495848.66701612	2498480.629339	2477639.90887766	257294.363147666	5027559.08511442	41597.477783602	41641.3438223167	41293.9984812942	4288.23938579432	83792.6514185733	37614984.6248574	37543260.5558254	37347004.8032767	23891464.0637741	53733220.4936501
sip3	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.0776037572843998	0.0761067565423247	0.0765153534398699	0.00936841728989336	0.126782226035792	454285.115700405	440685.124612613	450193.036742841	53616.8709554824	747930.920270963	7571.41859500675	7344.75207687689	7503.21727904736	893.614515924706	12465.5153378494	none	T0.15	t0_16O	t168_16O.t168_18O	-1178627.09074149	-1180593.87390698	-1180808.29708111	-1999308.23299711	-368720.830772802	-19643.7848456915	-19676.5645651163	-19680.1382846852	-33321.8038832852	-6145.3471795467	28675315.8918142	28650264.8376255	28675315.8918142	25181931.1583951	32923767.4677958	20424926.2566238	20386107.7202766	20393341.0197798	15937894.9916852	24881420.6328077	none	-1632912.20644189	-1621278.99851959	-1634582.21361883	-2504737.53029494	-678014.337681865	-27215.2034406982	-27021.3166419932	-27243.0368936472	-41745.6255049156	-11300.2389613644	19062070.9095226	19064052.3464388	18996593.0114717	14620496.2858637	23810043.7495435
sip4	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.260088258654226	0.258965957789235	0.262433206045651	0.161291453182221	0.34021759141886	648552.971159595	651615.95149385	653308.844573891	316733.917340832	1018439.73615979	10809.2161859933	10860.2658582308	10888.4807428982	5278.89862234719	16973.9956026632	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rC_t3_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)	T0.15	t0_16O	t168_16O.t168_18O	2112938.87719425	2101020.54393303	2091605.70506137	1365795.103844	2949119.01135166	35215.6479532374	35017.0090655505	34860.0950843562	22763.2517307333	49151.9835225276	338506.102551221	342229.669679285	338506.102551221	0	1015518.30765366	15129078.2429109	15049373.4772105	14922528.4767078	10010799.0916784	20727940.9568508	Warning: no occurrences in rep rB_t0_16O & rC_t0_16O (t0_16O)	1464385.90603465	1449404.59243918	1445074.1158567	628980.690652224	2308802.01983658	24406.4317672442	24156.7432073197	24084.5685976117	10483.0115108702	38480.0336639431	13183419.3294322	13094525.622729	13056454.1767251	7912819.06684421	18917513.0751525
sip5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip7	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.164892965213058	0.163336284177752	0.165347587869145	0.0943118066382771	0.217892841261262	778781.837194066	766748.867194352	760194.777107826	388848.379349648	1206175.04716833	12979.6972865678	12779.1477865725	12669.9129517971	6480.80632249413	20102.9174528055	none	T0.15	t0_16O	t168_16O.t168_18O	-964403.77692307	-969049.496263561	-955008.70513996	-3135339.08161366	1262430.51855722	-16073.3962820512	-16150.824937726	-15916.8117523327	-52255.6513602276	21040.5086426204	26419261.2994023	26399755.0573106	26419261.2994023	18684670.9280903	40158272.8924575	19668434.8609408	19616408.5834657	19146292.8584065	11228714.7832366	31598740.8319673	none	-1743185.61411714	-1735798.36345791	-1732523.73596593	-3996834.87971257	509363.944260928	-29053.0935686189	-28929.9727242986	-28875.3955994322	-66613.9146618762	8489.39907101541	17332089.3493586	17316161.9818827	16923799.6107677	8834571.03522988	29183169.332977
sip8	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0	0.0109021931143688	0	0	0.0964051059447388	-975782.989475483	-1029319.9596189	-992253.180344267	-3419973.83448792	1244348.68759072	-16263.0498245914	-17155.3326603151	-16537.5530057378	-56999.563908132	20739.1447931786	none	T0.15	t0_16O	t168_16O.t168_18O	-3677870.70895512	-3681029.85117178	-3612894.17324047	-9123968.32565203	1273739.76202771	-61297.845149252	-61350.4975195297	-60214.9028873411	-152066.138760867	21228.9960337952	67064029.9018611	67072485.5390155	67064029.9018611	39483756.2905805	107543919.191296	41318934.9391753	41305276.580813	40432487.3253984	26867630.4932221	58838944.5214906	none	-2702087.71947963	-2651709.89155288	-2509034.97672028	-8659021.41169209	3175601.84114003	-45034.7953246606	-44195.1648592146	-41817.2496120047	-144317.023528202	52926.6973523338	44246283.9076018	44393236.4596697	43922866.8239121	28624699.0393131	62982358.8595172
sip9	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.135931379661825	0.134000381713815	0.13499281780259	0.0512030978164588	0.194184941120096	521047.333791669	508112.730243948	511391.364622824	187409.222760097	791604.147609711	8684.12222986114	8468.5455040658	8523.1894103804	3123.48704600161	13193.4024601618	none	T0.15	t0_16O	t168_16O.t168_18O	-463665.070169379	-462997.643104528	-487904.902255122	-907533.168986698	170724.678162921	-7727.75116948966	-7716.62738507547	-8131.7483709187	-15125.552816445	2845.41130271535	14586660.853749	14583159.7147026	14586660.853749	13783773.9956918	15380135.1426155	11341005.3625633	11342176.2129709	11180509.1169146	8365494.26688541	15670498.1301405	none	-984712.403961048	-971110.373348476	-994265.581861949	-1540024.29465546	-262793.237022619	-16411.8733993508	-16185.1728891413	-16571.0930310325	-25667.0715775911	-4379.88728371032	9777863.3611883	9817838.02223906	9654892.10991276	6675506.07441873	14226029.0607732
sip11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip13	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.128559659247634	0.1271420001383	0.126339329834913	0.0626909439260494	0.190680404726901	3852829.13607678	3760052.70183844	3618020.53523163	1574110.40405462	6607717.99069522	64213.818934613	62667.5450306407	60300.3422538605	26235.1734009103	110128.633178254	none	T0.15	t0_16O	t168_16O.t168_18O	1037369.62743489	1051960.65058019	1111287.28552868	-3230629.58924446	5245482.46849685	17289.4937905815	17532.6775096699	18521.4547588113	-53843.8264874076	87424.7078082808	43842185.6334992	43829318.2794382	43842185.6334992	28800323.8381593	69952900.8711767	51103773.0255435	51193042.8334996	50445281.9541047	32446046.5875082	75732622.9797264	none	-2815459.50864189	-2708092.05125825	-2721972.65695997	-7872720.48051717	2310238.73000387	-46924.3251440314	-45134.8675209708	-45366.2109493328	-131212.008008619	38503.9788333978	39545285.6173131	39912884.7279842	38957140.9419121	20348094.6712451	64478706.6889771
sip15	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.151065076494572	0.15040085190208	0.150132962396376	0.0825593662672199	0.220026906099433	410757.996745496	401602.73924046	395789.260382091	202610.572516739	620745.865309961	6845.96661242493	6693.37898734099	6596.48767303486	3376.84287527899	10345.7644218327	none	T0.15	t0_16O	t168_16O.t168_18O	430955.30782839	425999.713508121	431422.505412283	-188849.389436169	1033178.50891237	7182.58846380651	7099.99522513535	7190.37509020472	-3147.48982393615	17219.6418152061	7239658.83715696	7242876.47381802	7239658.83715696	4169486.04096193	11220470.0633659	10256345.9919557	10224874.4683749	10184790.0744123	7711446.38015047	12993522.6561528	none	20197.3110828947	24396.9742676614	34834.920385396	-617682.39142791	648547.741062601	336.621851381578	406.616237794356	580.582006423275	-10294.7065237985	10809.1290177101	9024072.0017192	9020066.25065348	8915365.05285814	6549689.45291257	11974249.4349414
