taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0	0.0243207929291838	0	0	0.113071231039564	-51490771.1576213	-49725543.2183523	-49444273.2407039	-186373386.888635	43968128.9456414	-858179.519293689	-828759.053639205	-824071.220678399	-3106223.11481058	732802.149094024	none	T0.3	t0_16O	t3_16O.t3_18O	-27967700.7597652	-27536106.3792064	-27461642.6550338	-79532216.3726658	23590235.7510826	-466128.345996086	-458935.106320107	-457694.044250563	-1325536.93954443	393170.595851377	12140700.7496706	12104351.0236896	12140700.7496706	6740576.09077156	17690351.8035627	8644738.15469996	8662337.72628883	8684363.84994371	4439745.75930834	12849616.7459075	none	23523070.3978561	22189436.8391459	20422514.9868921	-95417416.3812007	165205606.799503	392051.173297602	369823.947319098	340375.249781535	-1590290.27302001	2753426.77999172	15081084.5494026	14878030.6285829	14626082.6432883	1427784.33759698	32540047.7370741
sip3	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.00432320921187741	0.0105093897130652	0.00347990822189961	0	0.0411912178050923	1379263.89393575	871935.481409014	1140850.73585852	-14307224.7454942	12608715.9115445	22987.7315655958	14532.2580234836	19014.1789309753	-238453.745758236	210145.265192409	none	T0.3	t0_16O	t3_16O.t3_18O	-64964347.9573416	-65137761.5017363	-65282214.8423215	-125632055.18753	-1725576.02255675	-1082739.13262236	-1085629.35836227	-1088036.91403869	-2093867.58645884	-28759.6003759459	28675315.8918142	28650264.8376255	28675315.8918142	25181931.1583951	32923767.4677958	20554772.3971465	20508044.6499084	20554772.3971465	13227272.4315154	27356832.133239	none	-66343611.8512773	-66009696.9831453	-67100556.7161172	-128404402.438655	-118079.321078768	-1105726.86418796	-1100161.61638575	-1118342.61193529	-2140073.3739776	-1967.98868464565	20382364.4104046	20399052.7147323	20421931.0998085	13116023.2894057	27872003.6975587
sip4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip5	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.0731053896594702	0.0764874609076843	0.0768602140441001	0	0.14597982780693	3959596.66529505	4097244.97936803	4227379.19099207	-874913.811456428	8255634.93844242	65993.2777549174	68287.4163228005	70456.3198498679	-14581.8968576071	137593.915640707	Warning: no occurrences in rep rC_t48_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)	T0.3	t0_16O	t3_16O.t3_18O	-4739372.22786838	-4793299.35459584	-5004421.51387443	-24321790.4008159	16484385.5026561	-78989.5371311396	-79888.3225765973	-83407.0252312406	-405363.173346931	274739.758377601	4858241.96693983	4864886.18389407	4858241.96693983	3084363.61488623	6054004.74988955	4265820.43845628	4265723.76456959	4239380.88218393	2325346.45858032	6472979.24809193	none	-8698968.89316342	-8890544.33396387	-8859851.52602914	-29378255.7656145	12859605.3755365	-144982.814886057	-148175.738899398	-147664.192100486	-489637.596093575	214326.756258942	3770870.8552944	3753568.14214859	3703820.90182853	1697430.21968522	6048068.8902935
sip7	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.0150003574664025	0.0168585719474829	0.0143096814062978	0	0.050244186938821	3693143.49290309	3586355.17896803	3407793.9309375	-4745871.9336606	13030162.3701592	61552.3915483848	59772.5863161339	56796.5655156249	-79097.86556101	217169.372835986	none	T0.3	t0_16O	t3_16O.t3_18O	-121880275.154601	-121863641.665497	-119652526.337489	-215325956.546539	-44312976.3321151	-2031337.91924336	-2031060.69442496	-1994208.77229149	-3588765.94244231	-738549.605535251	26419261.2994023	26399755.0573106	26419261.2994023	18684670.9280903	40158272.8924575	11184226.9050771	11166799.8491235	11042224.9514804	7371483.10077208	14959392.2480773	none	-125573418.647505	-125449996.844465	-123001444.031624	-220545375.128271	-46568465.1276532	-2092890.31079174	-2090833.28074109	-2050024.06719374	-3675756.25213784	-776141.085460886	10722583.9684642	10718505.4517525	10618996.3090726	6956486.62625849	14616784.2527772
sip8	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.00398850346733547	0.0154027811592571	0.00198445104164031	0	0.0743583448980078	2779046.04115823	2186791.3047308	1417307.64115484	-40078146.8315166	52145332.742504	46317.4340193038	36446.5217455133	23621.7940192473	-667969.11385861	869088.879041733	none	T0.3	t0_16O	t3_16O.t3_18O	-187871490.615627	-188207826.116739	-181789197.524206	-483349716.710038	57150337.082666	-3131191.51026046	-3136797.10194565	-3029819.95873676	-8055828.61183397	952505.618044432	67064029.9018611	67072485.5390155	67064029.9018611	39483756.2905805	107543919.191296	43580093.5749077	43546507.2744231	43872397.7171347	31796401.8944329	54299202.2520193	none	-190650536.656786	-190394617.42147	-183599887.123145	-482287224.233765	55684576.1463518	-3177508.94427976	-3173243.62369116	-3059998.11871909	-8038120.40389608	928076.269105869	43232712.8197629	43273158.3613318	43386422.0199453	30450623.5033779	55312259.2977678
sip9	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.0133622004303261	0.0199525767022714	0.0158731352961385	0	0.0579584271421553	2761851.29650926	2992161.56462445	3217440.45496495	-9196265.1417635	12282917.5659879	46030.8549418211	49869.3594104076	53624.0075827493	-153271.085696058	204715.292766465	none	T0.3	t0_16O	t3_16O.t3_18O	-35213377.6732561	-35215457.1049512	-35324383.811018	-65903482.0839293	-3619057.11783422	-586889.627887602	-586924.28508252	-588739.730183633	-1098391.36806549	-60317.6186305704	14586660.853749	14583159.7147026	14586660.853749	13783773.9956918	15380135.1426155	10184988.644592	10181227.5765837	10135832.6343767	6458302.62672386	14013067.1631917	none	-37975228.9697654	-38207618.6695757	-38150469.0379206	-70551633.74513	-4109094.79047743	-632920.482829423	-636793.644492928	-635841.15063201	-1175860.56241883	-68484.9131746239	9839757.2325283	9807207.38100565	9812295.20609958	5883052.67506307	13814960.5196346
sip11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip13	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.0881810684040023	0.0869150543841002	0.0867096940585261	0.00913355897390313	0.158419467031346	147722242.071595	144128889.993886	138954522.460108	14661323.9197617	301435638.878646	2462037.36785992	2402148.16656476	2315908.70766846	244355.398662696	5023927.3146441	none	T0.3	t0_16O	t3_16O.t3_18O	100488513.965714	98097971.2218776	103967396.646741	-119158661.019617	300147649.440883	1674808.56609523	1634966.18703129	1732789.94411235	-1985977.68366028	5002460.82401472	43842185.6334992	43829318.2794382	43842185.6334992	28800323.8381593	69952900.8711767	56403249.8792134	56091564.6821729	56257899.9964863	39498471.7284306	71161355.7768917	none	-47233728.1058817	-46030918.772008	-41798475.6568139	-324664885.473657	183858296.94488	-787228.801764695	-767181.979533466	-696641.260946896	-5411081.42456093	3064304.94908133	37937969.620264	38075453.4329372	38521058.6961815	13394418.5856316	60990516.9642352
sip15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
