taxonID	comparisonID	trt.code.1	trt.code.2	wad1.obs.mean	wad2.obs.mean	wad1.boot.mean	wad1.boot.median	wad1.boot.CI.L	wad1.boot.CI.U	wad2.boot.mean	wad2.boot.median	wad2.boot.CI.L	wad2.boot.CI.U	wad.diff.obs	wad.diff.boot.mean	wad.diff.boot.median	wad.diff.boot.CI.L	wad.diff.boot.CI.U	wad.diff.p.value	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	r.obs	r.boot.mean	r.boot.median	r.boot.CI.L	r.boot.CI.U	f.obs	f.boot.mean	f.boot.median	f.boot.CI.L	f.boot.CI.U	N1.obs.mean	N2.obs.mean	N1.boot.mean	N1.boot.median	N1.boot.CI.L	N1.boot.CI.U	N2.boot.mean	N2.boot.median	N2.boot.CI.L	N2.boot.CI.U	N.obs.mean	N.boot.mean	N.boot.median	N.boot.CI.L	N.boot.CI.U	message
sip1	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71133385610239	1.72217061724307	1.71132190975848	1.71129728702121	1.70936124568176	1.71328378439551	1.72215165399142	1.72217061724307	1.71739535852329	1.72621922813668	0.0108367611406788	0.0108297442329449	0.0107921060055568	0.00625572326674068	0.0151612472037909	0.004	0.161205826944256	0.161111392105494	0.160537355697854	0.0929700008941512	0.225588625046748	3310636.27471178	3339057.26232506	3301096.86411111	1631879.29661374	5243202.72800919	55177.2712451964	55650.9543720844	55018.2810685185	27197.9882768956	87386.7121334865	31623646.6361415	63234477.0089469	31452480.2399803	31247480.6917424	22239285.4921565	41463426.2283281	65149724.9284	63234477.0089469	17371861.5995555	138630843.781485	36892118.3649423	37068687.6880502	36842909.7648882	25260940.6132076	50957594.2998948	none
sip3	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71001410942526	1.711507554598	1.7100075351671	1.70998061440716	1.70852243517132	1.71157997042111	1.71139214168429	1.711507554598	1.70744443328538	1.71544308824051	0.00149344517273753	0.00138460651718887	0.00138707565360563	-0.00290277381181435	0.00547552009499477	0.252	0.0222328181741978	0.0254510127710318	0.0206480178922999	0	0.08151591978297	323528.112197946	282056.531269255	295061.725152706	-659765.249260883	1097146.53628328	5392.1352032991	4700.94218782092	4917.69541921176	-10996.0874876814	18285.7756047213	25592418.190873	28883248.174478	25462588.6671658	25283497.7317165	20918715.9253721	31154371.4851022	29211983.0416212	28883248.174478	16138802.6740368	39827403.3206859	26140889.8548072	26087487.729575	26024160.2420848	21536849.2647802	31017693.2821042	none
sip4	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.7124607033634	1.72083213497294	1.71242892016393	1.71214674028543	1.70856436127757	1.71789801529366	1.72080892317676	1.72083213497294	1.71381395198765	1.72661986230581	0.00837143160953735	0.00838000301283232	0.00865092248892607	0.000341544100750195	0.015385951204191	0.117117117117117	0.124452759732718	0.124972712370005	0.128620910427505	0.0050743259074458	0.229105620397563	672343.483402759	681008.784950974	674355.604253496	27843.5593288331	1401371.93102605	11205.7247233793	11350.1464158496	11239.2600708916	464.059322147218	23356.1988504341	9311089.56295477	11673746.1668382	9277891.15975156	9213237.78268829	5678007.6112968	13167509.1534442	11736616.6672619	11673746.1668382	5227739.43397244	17669567.1136495	9704865.66360202	9687678.74433662	9647210.52464074	6315377.41799475	12943428.7867155	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rC_t3_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)
sip5	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71523518521907	1.69990093505887	1.71520290806304	1.71522093381709	1.71312794384698	1.71727513122149	1.70006029873914	1.69990093505887	1.69464909863416	1.70558610112761	-0.0153342501601961	-0.0151426093238991	-0.0151005021305758	-0.020557060394405	-0.00959902198232481	1	0	0	0	0	0	-527699.230416604	-517587.934817192	-516246.831449792	-733479.353613332	-319176.01166915	-8794.98717361007	-8626.46558028654	-8604.11385749653	-12224.6558935555	-5319.60019448583	4472776.4424568	2625358.57885125	4461298.0344021	4466561.17590677	3268906.3906445	5598540.8464608	2656833.96922966	2625358.57885125	1830573.42888334	3847596.97862193	4164873.46518921	4160554.02354003	4168668.51271121	3117389.73080518	5128591.50946698	Warning: no occurrences in rep rC_t48_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)
sip7	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71263839776581	1.71648118053096	1.71263949257264	1.71266839433996	1.7111568348986	1.71419370304725	1.71639491400917	1.71648118053096	1.71394962499438	1.72065616763712	0.00384278276515504	0.00375542143652867	0.0036779487042069	0.000615247172155098	0.00783640003419846	0.035	0.0571224804201293	0.0558480818045212	0.0546717056284138	0.00914027714199404	0.116474762748875	635989.22219063	609971.561249735	589116.504372316	86437.916743539	1337337.43317936	10599.8203698438	10166.1926874956	9818.60840620528	1440.63194572565	22288.957219656	20552707.1184277	17240764.5871677	20319260.3366856	19799050.1575603	13581059.2872876	29658523.527124	17365026.5465184	17240764.5871677	8896438.90509718	22893651.9741524	20000716.696551	19826888.0383244	19448761.8434719	14047107.590342	27742322.9156867	none
sip8	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.70030746099496	1.70013529641237	1.7002977964816	1.70029051862039	1.69762004237904	1.70289141392105	1.70003683257804	1.70013529641237	1.69672453540499	1.70362869967427	-0.000172164582589174	-0.000260963903564983	-0.000262987009161497	-0.00460815581693082	0.00396739390433172	0.513	0	0.0112351990465829	0	0	0.0594537142944452	-80184.2759677714	-119406.916426767	-123945.741228762	-2076904.53618569	1884614.31400491	-1336.40459946286	-1990.11527377945	-2065.76235381271	-34615.0756030949	31410.2385667486	56069059.7814562	55008574.3339489	55699668.277647	55299030.3895882	41456716.8805582	73659224.2612759	55254784.2471951	55008574.3339489	23762271.3577689	86952054.9276037	55892312.2068717	55625520.9392383	55124503.023396	42419156.1150067	71734003.3411977	none
sip9	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71467736533294	1.71851121272215	1.71466662003049	1.71467133446183	1.71336100519379	1.71597660484252	1.71852041380204	1.71851121272215	1.71597333095407	1.7199903702591	0.00383384738921011	0.0038537937715476	0.00388549604246136	0.00145406168475336	0.00617873859082784	0.022	0.0569241268905132	0.0572300415974081	0.0576903752862589	0.0215747742268492	0.0917945954142223	575064.730400788	577023.035506291	579374.490530079	206941.847155358	970050.287516785	9584.41217334646	9617.05059177152	9656.24150883465	3449.03078592263	16167.5047919464	17370827.1715925	22032471.0295985	17224801.0934833	16852935.0715823	13257692.1345845	22778843.1388453	22581216.9274259	22032471.0295985	6458756.40167189	42637304.271962	18147767.8145935	18117537.0658071	17937951.2262554	13408339.641573	23830359.1432547	none
sip11	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.7089647987026	1.72466752538116	1.7089883902656	1.70898398578242	1.70625900935234	1.7105	1.72427251507658	1.72466752538116	1.7105	1.7375	0.0157027266785559	0.0152841248109806	0.0155930578711093	0.0012921258010401	0.0282153882603736	0.0720620842572062	0.233904240071983	0.227678243338224	0.232165698570844	0.0192444743834233	0.420211361636224	274375.169930892	266726.647344123	238968.954696676	24813.6970587172	624414.198036028	4572.9194988482	4445.44412240204	3982.81591161127	413.561617645286	10406.9033006005	2063492.82850345	2325846.89835079	2049195.49586992	2008749.76587694	692712.672114719	3692198.22719068	2362062.88358096	2325846.89835079	850833.685198161	3502447.31411648	2107218.50681134	2101340.06048843	2075114.52926294	927418.335423675	3487547.69659037	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rA_t72_16O & rB_t24_16O & rB_t3_16O & rB_t72_16O & rC_t24_16O & rC_t3_16O & rC_t72_16O (t48_16O/t3_16O/t24_16O/t168_16O/t72_16O)
sip13	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.70388698525905	1.7145771208298	1.70387672539156	1.70386893294608	1.70171155393514	1.70612177939122	1.7145649195259	1.7145771208298	1.7120952784827	1.71676312425838	0.0106901355707449	0.0106881941343476	0.0106723738746244	0.0075399104758901	0.0137041197936152	0.003	0.159696738431546	0.159680455561527	0.159370283168807	0.112471640039589	0.204823175291881	13195652.6486296	12977768.9275537	12776457.1433017	7865744.12476	19409831.3505315	219927.544143827	216296.148792562	212940.952388362	131095.735412667	323497.189175525	141316856.248858	184028531.506377	139535591.216185	135465914.845629	82491628.5039435	220620639.80173	184685492.424938	184028531.506377	73892185.4137617	306993170.986433	148435468.791778	147060574.750977	144854584.377962	94769213.5495224	217646383.06011	none
sip15	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71077127931968	1.71324174679212	1.71073518835608	1.71079364262526	1.70689822348844	1.7141670526756	1.71336343705916	1.71324174679212	1.7105	1.7181028473056	0.00247046747243451	0.00262824870308191	0.00240843834122906	-0.00231190269174618	0.00846744286820588	0.312	0.0367619428879403	0.0425829701923739	0.0358354413581243	0	0.126088329910055	283327.278751159	336756.878792995	270422.479115089	-214932.267675957	1243736.89313756	4722.12131251932	5612.61464654991	4507.04131858481	-3582.20446126595	20728.9482189594	11731056.6892781	24414684.8240497	11558926.5765857	11275847.1331186	7728361.24932192	17161142.5370777	25271317.4517373	24414684.8240497	1713257.65831193	57240294.724368	13844994.71174	13844325.0557776	13736841.0793519	8030241.36190178	20658559.95214	none
