taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip1	T0.4	t0_16O	t24_16O	19305497.9284899	19561713.3140079	19305497.9284899	-2002408.6525308	50498730.9381911	321758.298808165	326028.555233465	321758.298808165	-33373.47754218	841645.515636518	12140700.7496706	12104351.0236896	12140700.7496706	6740576.09077156	17690351.8035627	31446198.6781605	31666064.3376975	31446198.6781605	10138292.0971398	64539157.5041567	none
sip3	T0.4	t0_16O	t24_16O	2776888.70109129	2955346.75811076	2776888.70109129	-11270157.8024566	24373481.5037251	46281.4783515214	49255.779301846	46281.4783515214	-187835.963374276	406224.691728752	28675315.8918142	28650264.8376255	28675315.8918142	25181931.1583951	32923767.4677958	31452204.5929055	31605611.5957362	31452204.5929055	17631795.415099	54716636.8683874	none
sip5	T0.4	t0_16O	t24_16O	1511932.54600519	1518788.85105806	1511932.54600519	-741973.54750786	3765838.63951824	25198.8757667531	25313.1475176344	25198.8757667531	-12366.2257917977	62763.9773253039	4858241.96693983	4864886.18389407	4858241.96693983	3084363.61488623	6054004.74988955	6370174.51294502	6383675.03495214	6370174.51294502	4519786.33972584	8311863.48526166	none
sip7	T0.4	t0_16O	t24_16O	3405313.6906089	3673737.2605566	3405313.6906089	-23734367.0486274	40622968.1613023	56755.2281768149	61228.95434261	56755.2281768149	-395572.784143791	677049.469355038	26419261.2994023	26399755.0573106	26419261.2994023	18684670.9280903	40158272.8924575	29824574.9900112	30073492.3178672	29824574.9900112	7673512.25721897	67618952.5105608	none
sip8	T0.4	t0_16O	t24_16O	2400281.72057099	2864735.44551082	2400281.72057099	-57487772.3350142	69767801.6418145	40004.6953428498	47745.5907585136	40004.6953428498	-958129.538916903	1162796.69403024	67064029.9018611	67072485.5390155	67064029.9018611	39483756.2905805	107543919.191296	69464311.6224321	69937220.9845263	69464311.6224321	30121384.9220113	141725384.188051	none
sip9	T0.4	t0_16O	t24_16O	10232826.6536598	10400011.5167235	10232826.6536598	-3098981.02334691	35018992.6045577	170547.11089433	173333.525278725	170547.11089433	-51649.6837224485	583649.876742628	14586660.853749	14583159.7147026	14586660.853749	13783773.9956918	15380135.1426155	24819487.5074088	24983171.2314261	24819487.5074088	11477358.0499596	49876419.9340559	none
sip13	T0.4	t0_16O	t24_16O	221798109.722441	223917904.258644	221798109.722441	27613240.6336139	551158983.391301	3696635.16204069	3731965.0709774	3696635.16204069	460220.677226898	9185983.05652169	43842185.6334992	43829318.2794382	43842185.6334992	28800323.8381593	69952900.8711767	265640295.35594	267747222.538082	265640295.35594	86122129.9725785	596325505.142468	none
sip15	T0.4	t0_16O	t24_16O	10285131.1199908	10464188.5632899	10285131.1199908	-6317568.16319083	37468879.5578771	171418.851999846	174403.142721498	171418.851999846	-105292.802719847	624481.325964618	7239658.83715696	7242876.47381802	7239658.83715696	4169486.04096193	11220470.0633659	17524789.9571477	17707065.0371079	17524789.9571477	2671269.35662026	45428383.183761	none
sip16	T0.4	t0_16O	t24_16O	245610555.151458	248008362.068711	245610555.151458	33135146.8088818	609168514.19916	4093509.2525243	4133472.70114519	4093509.2525243	552252.446814697	10152808.569986	48797984.3812955	48741686.1298623	48797984.3812955	29542777.8269286	79685038.2080836	294408539.532754	296750048.198574	294408539.532753	98647217.9838957	660507618.341104	none
sip17	T0.4	t0_16O	t24_16O	7183314.67177155	7369526.80675226	7183314.67177155	-9347723.85417483	29118164.0441962	119721.911196193	122825.446779204	119721.911196193	-155795.39756958	485302.734069937	18022866.0425362	17995840.8530447	18022866.0425362	11984872.9628971	23692050.7736988	25206180.7143078	25365367.6597969	25206180.7143078	10441934.3159234	49276630.562771	none
