taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip1	T0.19	t72_18O	t168_18O	-4484518.69613181	-4474908.22169963	-4484518.69613181	-18693558.5445537	7765574.97526713	-74741.9782688635	-74581.8036949938	-74741.9782688635	-311559.309075895	129426.249587786	63234477.0089469	63103137.1161774	63234477.0089469	17371861.5995555	103654137.736257	45296402.2244196	45203504.2293789	45296402.2244196	28879903.5580418	54622045.4329	none
sip3	T0.19	t72_18O	t168_18O	-2405500.77048786	-2420547.21715362	-2405500.77048786	-5241031.28361543	588222.388812058	-40091.6795081311	-40342.453619227	-40091.6795081311	-87350.5213935905	9803.70648020096	28883248.174478	28906794.3621038	28883248.174478	16138802.6740368	36779448.3900277	19261245.0925265	19224605.4934893	19261245.0925265	13002172.0032947	23339937.5141765	none
sip4	T0.19	t72_18O	t168_18O	1120880.21221669	1102111.83340929	1120880.21221669	-926868.85825334	3035705.2817311	18681.3368702781	18368.5305568215	18681.3368702781	-15447.8143042223	50595.0880288517	11673746.1668382	11716167.099252	11673746.1668382	5227739.43397244	17669567.1136495	16157267.015705	16124614.4328891	16157267.015705	9384086.40054494	21515247.5665082	none
sip5	T0.19	t72_18O	t168_18O	-350207.92555307	-348318.621653432	-350207.92555307	-728388.687445438	4568.46334858669	-5836.79875921783	-5805.31036089054	-5836.79875921783	-12139.811457424	76.1410558097782	2625358.57885125	2623588.6445024	2625358.57885125	1830573.42888334	3297699.76209745	1224526.87663897	1230314.15788868	1224526.87663897	42.8725540531373	2521188.46552389	none
sip7	T0.19	t72_18O	t168_18O	-305988.822524343	-322256.296484127	-305988.822524343	-2653597.8321736	2143313.41125304	-5099.81370873905	-5370.93827473545	-5099.81370873905	-44226.6305362267	35721.8901875506	17240764.5871677	17283026.2371717	17240764.5871677	8896438.90509718	22893651.9741524	16016809.2970703	15994001.0512352	16016809.2970703	9491415.45783376	24885829.1941071	none
sip8	T0.19	t72_18O	t168_18O	-4832729.2930545	-4889415.14410451	-4832729.2930545	-12591181.5664669	2178111.95096524	-80545.4882175749	-81490.2524017418	-80545.4882175749	-209853.026107782	36301.8658494207	55008574.3339489	55231481.520487	55008574.3339489	23762271.3577689	86952054.9276037	35677657.1617309	35673820.944069	35677657.1617309	27846683.5807224	48610589.8237326	none
sip9	T0.19	t72_18O	t168_18O	-3121023.83796584	-3119858.14145277	-3121023.83796584	-6645298.12233659	475076.413811965	-52017.0639660973	-51997.6356908794	-52017.0639660973	-110754.96870561	7917.94023019941	22032471.0295985	22017858.0325398	22032471.0295985	6458756.40167189	34091986.9863619	9548375.67773512	9538425.46672873	9548375.67773512	7510794.49701549	11105660.0484809	none
sip11	T0.19	t72_18O	t168_18O	76185.7323876537	78983.7912939545	76185.7323876537	-581450.350236599	676361.501791199	1269.76220646089	1316.39652156591	1269.76220646089	-9690.83917060999	11272.69169652	2325846.89835079	2329112.38834826	2325846.89835079	850833.685198161	3209718.10799023	2630589.8279014	2645047.55352408	2630589.8279014	45.4974043889124	4550541.10132861	none
sip13	T0.19	t72_18O	t168_18O	-34224985.1579991	-34436677.6185817	-34224985.1579991	-64733854.2488322	-7586107.29131964	-570416.419299986	-573944.626976361	-570416.419299986	-1078897.57081387	-126435.121521994	184028531.506377	184876455.68935	184028531.506377	73892185.4137617	306993170.986433	47128590.8743807	47129745.2150235	47128590.8743807	41666200.9371185	55265881.3987351	none
sip15	T0.19	t72_18O	t168_18O	-3671557.12958991	-3664872.71701605	-3671557.12958991	-9000521.75439567	1750508.77399789	-61192.6188264986	-61081.2119502674	-61192.6188264986	-150008.695906594	29175.1462332982	24414684.8240497	24376641.154808	24414684.8240497	1713257.65831193	42923697.1794017	9728456.30569007	9717150.2867438	9728456.30569007	6921610.16181908	12902580.0254908	none
sip16	T0.19	t72_18O	t168_18O	-42047268.7968536	-42287787.9974563	-42047268.7968536	-74527747.830856	-6352796.30783736	-700787.813280894	-704796.466624272	-700787.813280894	-1242129.13051427	-105879.938463956	222060195.180256	222997938.508966	222060195.180256	76934312.022787	354163102.772425	53871119.9928413	53846786.519141	53871119.9928413	49337853.2392464	56394679.1315533	none
