taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.078522575848521	0.0806595154172689	0.0786641952211526	0.0214027613360601	0.150506207783801	10084147.1697775	10025147.4885384	9832489.07239189	3033074.95315867	17859350.6302101	168069.119496292	167085.79147564	163874.817873198	50551.2492193112	297655.843836835	none	T0.1	t0_16O	t3_16O	204487.329305727	202341.532441974	204487.329305727	-8406438.80089194	8815413.45950339	3408.12215509545	3372.3588740329	3408.12215509545	-140107.313348199	146923.55765839	3007128.95036258	3001842.49080126	3007128.95036258	2261683.48945041	3888355.7635165	3032689.86652579	3027135.18235651	3032689.86652579	2242238.03762121	3844663.06237925	none	-9879659.84047182	-9822805.95609641	-9633654.48606497	-21148179.8632033	904422.265749789	-164660.997341197	-163713.432601607	-160560.908101083	-352469.664386722	15073.704429163	1772171.4703036	1773991.74628921	1808994.73083786	532932.684044211	2862250.84737995
sip2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip3	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0	0.00969356401187111	0	0	0.0687177058460676	-5449564.10002007	-5316797.39030788	-5065010.55708281	-21746923.8427933	11007818.0697917	-90826.0683336678	-88613.2898384646	-84416.8426180468	-362448.730713222	183463.634496528	none	T0.1	t0_16O	t3_16O	-2538387.26188767	-2477516.9573338	-2538387.26188767	-23293850.7955662	16348667.6712138	-42306.4543647945	-41291.9492888967	-42306.4543647945	-388230.84659277	272477.79452023	8450740.41512547	8444002.69816886	8450740.41512547	6015083.03072826	11044575.2584758	8133442.00738951	8134313.07850213	8133442.00738951	7118827.28849623	8817826.46477801	none	2911176.8381324	2839280.43297407	2583007.80333523	-24494142.2001468	27486995.6151774	48519.6139688734	47321.3405495679	43050.130055587	-408235.70333578	458116.59358629	8814637.51989202	8798912.75229061	8723529.08993382	6588180.72907766	11074128.400879
sip4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip5	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.0339867001938012	0.0390394257737505	0.0365183871177271	0	0.110503427817994	904836.997658932	900580.651481138	957950.460673598	-1134894.57132269	2596099.87090454	15080.6166276489	15009.6775246856	15965.8410112266	-18914.9095220449	43268.3311817423	Warning: no occurrences in rep rB_t168_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)	T0.1	t0_16O	t3_16O	-1989273.76921654	-2143421.28215182	-1989273.76921654	-20195899.9618607	16270789.0126446	-33154.5628202757	-35723.6880358636	-33154.5628202757	-336598.332697679	271179.81687741	2379428.64916919	2391108.91202733	2379428.64916919	886473.888605424	4654002.24408638	2130769.42801713	2123181.25175835	2130769.42801713	781403.154561094	3199687.40430755	none	-2894110.76687547	-3044001.93363296	-3300149.58890674	-21457452.7618617	15053502.3284274	-48235.1794479246	-50733.3655605492	-55002.4931484457	-357624.212697695	250891.70547379	2017664.80330976	2010608.67032321	1995035.08407721	741110.387756237	3317415.55858909
sip7	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0	0.0087852012737705	0	0	0.0514047928252079	-1969364.25713063	-2020004.94879688	-1798729.76916728	-10650594.4900906	5215558.52877106	-32822.7376188438	-33666.7491466146	-29978.8294861213	-177509.908168176	86925.9754795177	none	T0.1	t0_16O	t3_16O	-24104340.6524204	-24056521.4937495	-24104340.6524204	-37099384.5299139	-11109296.7749269	-401739.010873674	-400942.024895826	-401739.010873674	-618323.075498565	-185154.946248782	7282654.95622123	7274157.05639809	7282654.95622123	5996565.35585621	8536159.90832077	4269612.37466868	4267091.8696794	4269612.37466868	3386475.72695431	5047461.34186718	none	-22134976.3952898	-22036516.5449527	-21971530.2556941	-37157557.562962	-6688524.9892428	-368916.27325483	-367275.275749211	-366192.170928236	-619292.626049366	-111475.41648738	4515782.90681001	4519592.488279	4499847.73928793	3095053.42758186	6104204.00315206
sip8	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.00127064679016517	0.0361435709634175	0.00304114911243945	0	0.150998678353988	297439.087903767	242490.881667841	709506.79250097	-41173359.6477738	36914078.219409	4957.31813172945	4041.51469446402	11825.1132083495	-686222.660796229	615234.63699015	none	T0.1	t0_16O	t3_16O	4107264.89341271	3422855.36692632	4107264.89341271	-72279219.0807684	74345657.5436739	68454.4148902118	57047.589448772	68454.4148902118	-1204653.65134614	1239094.29239456	15688782.2014077	15717766.4180689	15688782.2014077	8017198.54307907	22721468.981006	16202190.3130843	16145623.3389347	16202190.3130843	7676927.69364696	21617588.746038	none	3809825.80550894	3180364.48525848	3657577.393083	-82652488.3600521	86163632.2298715	63497.0967584824	53006.074754308	60959.62321805	-1377541.47266753	1436060.53716452	16165010.4270963	16115311.9787262	16289416.4771339	7384389.56733288	24316881.3770214
sip9	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0	0.00300096590274384	0	0	0.0356036956893451	-6374009.42447232	-6342729.4875532	-6025771.3349302	-17436135.7344388	4411048.7185482	-106233.490407872	-105712.158125887	-100429.522248837	-290602.262240647	73517.47864247	none	T0.1	t0_16O	t3_16O	8351142.00525162	8478534.86643037	8351142.00525162	-21718250.5046309	38420534.5151342	139185.700087527	141308.914440506	139185.700087527	-361970.841743849	640342.241918903	4896494.02663231	4876805.06868134	4896494.02663231	1669122.45849259	7340928.8076457	5940386.77728877	5936621.92698514	5940386.77728877	3643429.48892799	7808458.72463972	none	14725151.4297239	14821264.3539836	15074861.9109408	-17494458.4262035	47931868.0271843	245419.190495399	247021.072566393	251247.698515681	-291574.307103393	798864.467119737	6737137.95534781	6729463.11292929	6729947.69237681	4069148.15817113	9559413.26586705
sip13	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	0.068825105924685	0.0770876122525705	0.0690991737091504	0	0.197239078714838	32885885.7485809	32364176.3796873	32491269.04216	-47152975.7149311	103475497.96222	548098.095809681	539402.939661454	541521.150702667	-785882.928582185	1724591.63270366	none	T0.1	t0_16O	t3_16O	88006181.5555121	87601206.7512966	88006181.5555121	4680240.61750962	171430760.178069	1466769.69259187	1460020.11252161	1466769.69259187	78004.010291827	2857179.33630115	10541591.3726499	10534605.3923868	10541591.3726499	5966645.58513277	14563203.1740136	21542364.067089	21484756.2362988	21542364.067089	11510051.4354648	29092587.4880456	none	55120295.8069312	55237030.3716094	55094873.1320235	-61536752.3025786	169220944.526905	918671.596782187	920617.172860156	918247.88553372	-1025612.53837631	2820349.07544841	17431628.3485163	17439234.1888379	17286857.789891	3208547.37849022	31123118.7166239
sip15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
