taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.252933795523481	0.252396459375791	0.252888197491644	0.197876012174943	0.304334571774897	1057667.8286078	1053826.57236297	1054032.65456257	693449.801425623	1399533.48993944	17627.7971434633	17563.7762060494	17567.2109093762	11557.4966904271	23325.5581656574	none	T0.15	t0_16O	t168_16O.t168_18O	4144607.65583311	4121527.73665827	4079177.17460862	1611756.2419617	6986312.86192184	69076.7942638852	68692.1289443044	67986.286243477	26862.6040326951	116438.547698697	3007128.95036258	3001842.49080126	3007128.95036258	2261683.48945041	3888355.7635165	32019382.5411944	31852536.6474091	31423284.0970021	13953814.456102	51718258.6827365	none	3086939.82722532	3067701.1642953	3029222.99706644	583555.77755571	5934795.7268076	51448.997120422	51128.352738255	50487.0499511073	9725.92962592853	98913.2621134602	28846379.055371	28691056.9303202	28202140.3471861	11031977.7026523	48318679.4781786
sip2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip3	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.0859009893240801	0.084980653126331	0.0868600879623887	0	0.164143584489568	254848.675475375	252895.890088813	254360.958354267	-28801.1084318735	514707.360878746	4247.47792458958	4214.93150148021	4239.34930590445	-480.018473864558	8578.45601464577	none	T0.15	t0_16O	t168_16O.t168_18O	1187391.15134924	1171604.72957669	1148591.97501459	-81062.5916294626	2635776.22813241	19789.8525224873	19526.7454929448	19143.1995835765	-1351.04319382438	43929.6038022068	8450740.41512547	8444002.69816886	8450740.41512547	6015083.03072826	11044575.2584758	16762478.4745701	16645235.8052057	16492756.8308286	7883576.47944476	26598216.7330102	none	932542.475873862	918708.839487877	891667.185270154	-347099.275026911	2466567.20654217	15542.3745978977	15311.8139914646	14861.1197545025	-5784.9879171152	41109.4534423694	15997932.448144	15886548.1349392	15625649.4181483	7150064.52297047	26029182.2605538
sip4	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.239710452863552	0.242574979521703	0.24326021740527	0.10394361756696	0.382105178238468	208789.972132684	205641.941869944	204450.27017963	81663.7527498451	343985.875297313	3479.83286887806	3427.3656978324	3407.50450299384	1361.06254583075	5733.09792162188	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rB_t3_16O & rC_t24_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)	T0.15	t0_16O	t168_16O.t168_18O	1001437.0359599	1000045.72813446	985260.190943049	307694.002463653	1743626.26615823	16690.6172659984	16667.428802241	16421.0031823842	5128.23337439421	29060.4377693039	0	0	0	0	0	7010059.25171931	7000320.09694122	6896821.33660134	2153858.01724557	12205383.8631076	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O)	792647.063827218	794403.786264516	774943.651975517	77219.3622835031	1604158.02454928	13210.7843971203	13240.0631044086	12915.7275329253	1286.98937139173	26735.9670758212	6383689.33532126	6383394.27133139	6262800.47172785	1442278.00807264	11785694.3387215
sip5	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0	0.00773118183356851	0	0	0.0598754488637819	-9667.68871345016	-9803.38230616315	-10595.3863012891	-44792.0467900382	32482.7973287127	-161.128145224169	-163.389705102719	-176.589771688152	-746.534113167303	541.379955478545	Warning: no occurrences in rep rB_t168_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)	T0.15	t0_16O	t168_16O.t168_18O	-13412.9109618244	-13436.9152530703	-7092.78031729014	-347107.88574729	294021.110532075	-223.548516030407	-223.948587551172	-118.213005288169	-5785.13142912149	4900.35184220125	2379428.64916919	2391108.91202733	2379428.64916919	886473.888605424	4654002.24408638	2285538.27243642	2297050.50525583	2215042.34381629	992252.987771465	3866733.84528975	Warning: no occurrences in rep rB_t168_16O (t168_16O/t168_18O)	-3745.22224837425	-3633.53294690712	5681.91152769585	-339715.76938877	311167.375442016	-62.4203708062375	-60.5588824484524	94.6985254615979	-5661.92948981284	5186.12292403361	2314541.33857677	2326460.65217432	2278196.59541264	991430.766416082	3917455.14904253
sip7	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.155056243700498	0.155539721909262	0.156080563584304	0.122747367463316	0.187329395276779	352274.744453265	352555.699697125	350925.992692748	265384.291245156	452083.140386177	5871.24574088774	5875.92832828541	5848.76654487913	4423.07152075261	7534.71900643627	none	T0.15	t0_16O	t168_16O.t168_18O	1023903.67297158	1003686.45705608	988097.77168143	-33339.672188896	2096046.64030406	17065.061216193	16728.1076176013	16468.2961946905	-555.661203148266	34934.1106717343	7282654.95622123	7274157.05639809	7282654.95622123	5996565.35585621	8536159.90832077	14449980.6670223	14299962.2557906	14144555.2189869	7353713.08645644	21850319.4248006	none	671628.928518316	651130.757358953	633674.424334825	-385478.285518053	1720625.80711993	11193.8154753053	10852.1792893159	10561.2404055804	-6424.63809196755	28677.0967853322	13393156.4336625	13242295.1566993	13097911.0438408	6324743.52858765	20872161.087753
sip8	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.102925617447545	0.102785615783105	0.101864202455281	0.0316613398440183	0.169765262713806	479751.606133644	479069.617801285	475056.440516056	145461.736251695	815344.797814435	7995.8601022274	7984.49363002142	7917.60734193426	2424.36227086159	13589.0799635739	none	T0.15	t0_16O	t168_16O.t168_18O	1209113.25551935	1235993.59581898	1189702.10018664	-635116.698230899	3436800.42238127	20151.8875919891	20599.8932636496	19828.3683364439	-10585.2783038483	57280.0070396879	15688782.2014077	15717766.4180689	15688782.2014077	8017198.54307907	22721468.981006	24152574.9900431	24369721.5888018	23938474.937438	13425275.1364678	39531473.8395079	none	729361.649385703	756923.978017692	697146.58232207	-1230794.94263965	3045628.820919	12156.0274897617	12615.3996336282	11619.1097053678	-20513.2490439942	50760.48034865	22713320.1716422	22932512.7353979	22506769.6061203	11773232.6305164	38153442.0069348
sip9	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.117920478420571	0.117261588821393	0.118831246146529	0.0632423777201228	0.163850519116953	258537.461829582	255224.560854945	256402.956375916	140032.36153054	372765.986334212	4308.9576971597	4253.74268091576	4273.38260626527	2333.87269217566	6212.76643890353	none	T0.15	t0_16O	t168_16O.t168_18O	673520.550258628	663257.740858747	654439.613952829	-91105.5553060271	1436942.00217242	11225.3425043105	11054.2956809791	10907.3268992138	-1518.42592176712	23949.0333695403	4896494.02663231	4876805.06868134	4896494.02663231	1669122.45849259	7340928.8076457	9611137.87844271	9519609.25469257	9392681.24004573	5004036.35783574	14418402.0930829	none	414983.088429045	408033.180003802	395266.306400609	-367033.827890191	1185460.79311444	6916.38480715075	6800.55300006336	6587.77177334351	-6117.2304648365	19757.6798852407	8835525.49295396	8753935.57212774	8637349.75185468	4284447.97718438	13563916.8319931
sip13	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.189988964409525	0.189499976234876	0.18837502600222	0.120035391505719	0.261189633454402	1795963.5080137	1802373.70027585	1736178.71649938	934092.710985927	2969373.48265759	29932.7251335617	30039.5616712641	28936.3119416563	15568.2118497654	49489.5580442932	none	T0.15	t0_16O	t168_16O.t168_18O	4130729.62920384	4230218.53011117	4114822.69595795	710457.461098229	9288325.69680903	68845.493820064	70503.6421685195	68580.3782659658	11840.9576849705	154805.42828015	10541591.3726499	10534605.3923868	10541591.3726499	5966645.58513277	14563203.1740136	39456698.7770768	40146135.103165	39456698.7770768	15870548.3123994	75961073.1023632	none	2334766.12119013	2427844.82983532	2307240.56626583	-1351976.86453431	7610336.71788184	38912.7686865023	40464.0804972554	38454.0094377638	-22532.9477422385	126838.945298031	34068808.2530357	34739014.0023374	33865786.7706727	10749449.479914	70885748.2088138
sip15	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.155898353976106	0.156607070414677	0.154321291029459	0.103095789795792	0.220701548662179	221771.551719949	222574.134802097	217295.693822828	126745.19846686	349164.705812692	3696.19252866582	3709.56891336828	3621.59489704713	2112.41997444767	5819.41176354487	Warning: no occurrences in rep rA_t3_16O (t48_16O/t24_16O/t168_16O/t72_16O/t3_16O)	T0.15	t0_16O	t168_16O.t168_18O	927128.798041202	907651.267957556	869656.62853771	144885.621310498	1843827.37263861	15452.14663402	15127.5211326259	14494.2771422952	2414.76035517497	30730.4562106434	2267781.26600538	2254950.40929795	2267781.26600538	0	3555126.07517992	8757682.85229379	8608509.28500084	8278196.14139433	3472518.52754948	15084717.2377658	Warning: no occurrences in rep rA_t0_16O (t0_16O)	705357.246321253	685077.13315546	646843.741611402	-101867.328628322	1606200.51418609	11755.9541053542	11417.9522192577	10780.7290268567	-1697.78881047203	26770.0085697681	8092368.19713394	7940786.88059455	7744491.97388573	2742308.17120974	14214460.5248385
