taxonID	comparisonID	trt.code.1	trt.code.2	wad1.obs.mean	wad2.obs.mean	wad1.boot.mean	wad1.boot.median	wad1.boot.CI.L	wad1.boot.CI.U	wad2.boot.mean	wad2.boot.median	wad2.boot.CI.L	wad2.boot.CI.U	wad.diff.obs	wad.diff.boot.mean	wad.diff.boot.median	wad.diff.boot.CI.L	wad.diff.boot.CI.U	wad.diff.p.value	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	r.obs	r.boot.mean	r.boot.median	r.boot.CI.L	r.boot.CI.U	f.obs	f.boot.mean	f.boot.median	f.boot.CI.L	f.boot.CI.U	N1.obs.mean	N2.obs.mean	N1.boot.mean	N1.boot.median	N1.boot.CI.L	N1.boot.CI.U	N2.boot.mean	N2.boot.median	N2.boot.CI.L	N2.boot.CI.U	N.obs.mean	N.boot.mean	N.boot.median	N.boot.CI.L	N.boot.CI.U	message
sip1	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.70875101084594	1.71966230896037	1.70870978351546	1.70869615687357	1.70590918111585	1.71118215531932	1.71966620817533	1.71966230896037	1.7192288637448	1.71992432960332	0.0109112981144219	0.0109564246598797	0.0109951881582252	0.00841780005586131	0.0138245324028462	0.001	0.162551876440546	0.163244548760637	0.163808226350291	0.125222128071133	0.206303023942933	3961835.61122464	3940223.4078244	3873674.24315291	2780742.7262049	5277137.87337171	66030.5935204108	65670.3901304066	64561.2373858819	46345.7121034149	87952.2978895284	10407174.1886202	35530493.5936453	10417448.9800113	10384487.4324436	6765406.36509518	14178997.0020322	35354930.3547554	35530493.5936453	21989497.7139585	61043930.7529765	14594394.0894577	14573695.875802	14508934.022046	10166247.9023246	19418238.9649977	none
sip3	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.70836830635782	1.71350000763139	1.70831300913641	1.70829256753117	1.70574880639233	1.71072858317921	1.71349285888259	1.71350000763139	1.71328175303993	1.71382531628396	0.00513170127356788	0.00517984974617951	0.00522082525896028	0.00267426425834915	0.00768689010620706	0.045	0.0764664638654246	0.0772008546642841	0.0777968519889163	0.0397956147904719	0.114714525316914	1727822.23258558	1724799.49889858	1716277.74827496	948370.420225202	2542081.15987942	28797.0372097597	28746.6583149763	28604.629137916	15806.17367042	42368.0193313237	9603963.67443618	33162398.4633596	9583015.39244692	9532675.68880361	7109567.16117325	12431721.2031388	33116241.470808	33162398.4633596	25871647.2978276	45711178.4287788	13530369.4725901	13505219.7388404	13416564.8036371	10839662.9370188	16514048.1859989	none
sip7	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.71272796316237	1.71839438570455	1.71268295138995	1.7126799895392	1.71065595422937	1.71469083884709	1.71835637609206	1.71839438570455	1.71735975485781	1.72043103993778	0.00566642254218164	0.00567342470211137	0.00564755536827122	0.00307352263678111	0.00822512809209804	0.013	0.0842263960412288	0.0843418641389245	0.0839713255132175	0.0456433914871635	0.122370799512693	1253936.74124958	1230429.09793008	1226651.72756733	735252.192535324	1709727.80965028	20898.945687493	20507.1516321679	20444.1954594555	12254.2032089221	28495.4634941713	6913206.78852154	18922447.1053235	6907490.66520131	6883095.69835696	4828889.96717662	9203910.85765208	18871719.6071567	18922447.1053235	10961975.0295728	32640202.7285166	8914746.84132186	8901528.82219388	8851586.38400542	6507575.16843202	11693965.7064166	none
sip8	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.69679090133723	1.70482438779385	1.69672549400824	1.69670205147795	1.69293843257786	1.7001719669267	1.70487430114388	1.70482438779385	1.6997398820257	1.70804360516918	0.00803348645662405	0.00814880713563989	0.00827279211090515	0.00240635917508789	0.0134420065623742	0.022	0.120495250661732	0.122268373730965	0.124062754666345	0.0360325610558426	0.201881477133605	4110562.28772548	4143655.62965608	4163563.74807583	1173177.92279928	6832077.90790013	68509.3714620913	69060.9271609347	69392.7291345971	19552.9653799879	113867.965131669	15974359.5179723	42692550.47513	15998114.6976378	16022951.9661509	12993131.4363378	18831495.8222179	42156197.5261228	42692550.47513	24836284.2963185	63485614.8796984	20427391.3441653	20357795.169052	20317755.088165	16760053.6865091	24211064.8392563	none
sip9	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.71449618235058	1.72017150143332	1.71445401908095	1.71441708448405	1.71258223499705	1.71639662701307	1.72014650099667	1.72017150143332	1.71945108165	1.72141372955982	0.00567531908273144	0.00569248191571563	0.00573692179481111	0.00344055631902874	0.00781190355381167	0.009	0.0842745061465922	0.0845399387187779	0.0852102304816368	0.0510426941762374	0.116139534580443	1422043.09945197	1409635.05156097	1414112.40916628	941963.951483066	1982722.5430378	23700.7183241995	23493.9175260162	23568.5401527714	15699.3991913844	33045.3757172967	8042952.7097996	20409907.9710052	8018572.71049328	7883420.95602232	5819165.4043153	10473330.003712	20413822.6424844	20409907.9710052	14226359.3347608	28935173.0247693	10104111.9200005	10084447.6991585	9978720.91562866	7944297.83175659	12542697.20486	none
sip13	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.70002745946678	1.71595881591565	1.69997188640597	1.7000025620116	1.69602500504535	1.70346017623243	1.71591014900707	1.71595881591565	1.71455158570913	1.71836520324236	0.0159313564488719	0.0159382626010997	0.015956045825398	0.0119567157149811	0.0202900007926677	0.001	0.238516328421736	0.238657091175481	0.238892579418422	0.178725065454263	0.304330178784756	23030155.1411755	23021583.2437162	22558882.7565911	14765300.0344042	32903463.9110397	383835.919019592	383693.054061937	375981.379276518	246088.333906736	548391.065183995	34362143.5423413	175095116.322444	34379669.4713228	34309386.5457837	23431209.7174056	45766329.654287	173320987.557363	175095116.322444	113038783.101202	236573115.07237	57817639.0056918	57536555.8189962	57257747.4909752	44607361.6294682	70252564.2365365	none
sip16	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.70024152257974	1.71620490959762	1.70018697580797	1.70021922601527	1.69657716892311	1.70335613853619	1.71615798352141	1.71620490959762	1.71483317728522	1.71848901190086	0.0159633870178804	0.0159710077134349	0.0160111055567874	0.0124259758675633	0.0199425205042679	0.001	0.238966770624603	0.239113673490935	0.239784571361645	0.185627076790439	0.299228041604321	26130496.9162826	26102856.3438642	25847142.7306158	17405180.327768	36332979.1545224	435508.281938043	435047.60573107	430785.712176931	290086.338796133	605549.652575373	38320684.3871794	201261279.463564	38329826.6720009	38231853.1486113	26158985.8195574	50126608.3436644	199233001.168992	201261279.463564	127910333.299337	265678366.171439	65477450.2332435	65147022.4214995	65036571.8161091	50724244.082682	78977180.7798668	none
sip17	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.71057824097194	1.71429364345471	1.71053341032957	1.71050776760192	1.70866973419989	1.71233012786809	1.71425032133269	1.71429364345471	1.71247191460745	1.71536173604666	0.00371540248276814	0.00371691100312127	0.00376601271081389	0.00126555295437857	0.00597654754319621	0.052	0.0552933081025243	0.0553318227123303	0.0560639512751057	0.018817811527102	0.0890604205188715	1715806.98979904	1715823.82546531	1678707.18798763	569239.90882298	3048233.98988133	28596.7831633174	28597.0637577552	27978.4531331271	9487.33181371633	50803.8998313555	13991753.9865783	41529381.4543055	13954997.2483321	13949942.8815019	9306661.02511029	18801038.6602546	41751242.105125	41529381.4543055	14932991.5412582	68114751.61928	18581358.5645328	18587704.7244642	18566361.0756118	13024815.7224136	24420858.8283362	none
sip18	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.71331822972297	1.71577446179914	1.7132661447492	1.71327132447543	1.71127411265766	1.71528019373892	1.71574165855215	1.71577446179914	1.71442339533013	1.71648574081381	0.00245623207616164	0.00247551380294307	0.00249485870206778	4.29844719337443e-05	0.0046793380546183	0.147	0.036497570396408	0.0369116797583582	0.037064670492594	0.000638071070047689	0.069596046762058	1331899.5815382	1335410.677692	1315923.05474871	26344.5405760473	2649210.61256805	22198.3263589699	22256.8446282	21932.0509124784	439.075676267454	44153.5102094675	17802214.6643074	42100305.0156735	17739242.3424982	17662275.1969312	13086915.3082121	22938896.8764225	42125838.5539683	42100305.0156735	27363811.5645523	61620597.1781671	21851896.3895351	21803675.0444099	21697934.320594	16984527.4313516	26864556.1668707	none
sip19	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	1.71296257900905	1.71538068982233	1.71291362831209	1.71290203014895	1.71120254135633	1.71488525092793	1.71532128319109	1.71538068982233	1.712978932098	1.71664919672433	0.00241811081328169	0.00240765487899871	0.00246389062123686	-0.00043098563919397	0.0050152231533394	0.16	0.0359383337802992	0.036256916467457	0.0366266500779584	0	0.0745987535791185	489377.44684884	483264.552420423	492412.665424456	-89230.345382486	995068.134777445	8156.290780814	8054.40920700705	8206.87775707427	-1487.17242304143	16584.4689129574	6651230.73935678	15667498.3118167	6646833.56781122	6662124.46817567	4952499.17128177	8386606.45159867	15726802.0911569	15667498.3118167	9173323.95990654	21906640.2174514	8153942.00143344	8160161.6550355	8160370.28212793	6456647.81668584	9973540.03700755	none
