taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.252933795523481	0.252396459375791	0.252888197491644	0.197876012174943	0.304334571774897	1057667.8286078	1053826.57236297	1054032.65456257	693449.801425623	1399533.48993944	17627.7971434633	17563.7762060494	17567.2109093762	11557.4966904271	23325.5581656574	none	T0.13	t0_16O	t168_16O	1128856.84272723	1134522.50703687	1128856.84272723	568860.371288894	1875185.8151905	18814.2807121205	18908.7084506146	18814.2807121205	9481.00618814823	31253.0969198417	3007128.95036258	3001842.49080126	3007128.95036258	2261683.48945041	3888355.7635165	10909126.8494532	10943500.0400594	10909126.8494532	7531375.6407402	16472432.3784947	none	71189.0141194337	80695.9346739082	66387.469075943	-656939.204988547	846538.79709169	1186.48356865723	1344.93224456513	1106.4578179324	-10948.9867498092	14108.9799515281	7736123.3636298	7782020.3229705	7635800.02513591	3613571.80871101	12834714.2980879
sip2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip3	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.0859009893240801	0.084980653126331	0.0868600879623887	0	0.164143584489568	254848.675475375	252895.890088813	254360.958354267	-28801.1084318735	514707.360878746	4247.47792458958	4214.93150148021	4239.34930590445	-480.018473864558	8578.45601464577	none	T0.13	t0_16O	t168_16O	-217009.945225853	-212299.601404996	-217009.945225853	-752769.720844162	354796.532749747	-3616.83242043088	-3538.32669008326	-3616.83242043088	-12546.1620140694	5913.27554582912	8450740.41512547	8444002.69816886	8450740.41512547	6015083.03072826	11044575.2584758	6931670.7985445	6957905.48833389	6931670.7985445	4712853.08413676	10934316.1443737	none	-471858.620701227	-465195.491493809	-477918.914842725	-1069839.13964331	186596.600525868	-7864.31034502045	-7753.25819156348	-7965.31524737875	-17830.6523273884	3109.9433420978	6167124.77211838	6199217.81806745	6149906.37600019	3566909.62442938	9891746.07980056
sip4	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.239710452863552	0.242574979521703	0.24326021740527	0.10394361756696	0.382105178238468	208789.972132684	205641.941869944	204450.27017963	81663.7527498451	343985.875297313	3479.83286887806	3427.3656978324	3407.50450299384	1361.06254583075	5733.09792162188	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rB_t3_16O & rC_t24_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)	T0.13	t0_16O	t168_16O	331676.066773843	331864.819214374	331676.066773843	135557.86533638	588704.927184848	5527.93444623072	5531.08032023957	5527.93444623072	2259.29775560633	9811.74878641413	0	0	0	0	0	2321732.4674169	2323053.73450062	2321732.4674169	948905.057354657	4120934.49029394	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O)	122886.094641159	126222.87734443	129998.949020214	-170610.50046929	403273.713919907	2048.10157735266	2103.71462240717	2166.6491503369	-2843.50834115484	6721.2285653318	1695362.55101885	1706127.90889079	1736184.6614844	-135987.79879864	3392661.42449694
sip5	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0	0.00773118183356851	0	0	0.0598754488637819	-9667.68871345016	-9803.38230616315	-10595.3863012891	-44792.0467900382	32482.7973287127	-161.128145224169	-163.389705102719	-176.589771688152	-746.534113167303	541.379955478545	Warning: no occurrences in rep rB_t168_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)	T0.13	t0_16O	t168_16O	-239297.992798013	-241281.148662676	-239297.992798013	-519863.476487802	17375.3526268239	-3988.29987996689	-4021.35247771126	-3988.29987996689	-8664.3912747967	289.589210447065	2379428.64916919	2391108.91202733	2379428.64916919	886473.888605424	4654002.24408638	704342.699583101	702140.871388597	704342.699583101	163472.06676956	1622611.89844062	Warning: no occurrences in rep rB_t168_16O (t168_16O)	-229630.304084563	-231477.766356513	-226418.603471557	-534846.999666408	19685.7496215023	-3827.17173474272	-3857.96277260854	-3773.64339119262	-8914.11666110681	328.095827025038	733345.765723452	731551.018307086	723899.059138546	80378.3220622641	1615531.85489404
sip7	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.155056243700498	0.155539721909262	0.156080563584304	0.122747367463316	0.187329395276779	352274.744453265	352555.699697125	350925.992692748	265384.291245156	452083.140386177	5871.24574088774	5875.92832828541	5848.76654487913	4423.07152075261	7534.71900643627	none	T0.13	t0_16O	t168_16O	-136344.440979453	-132111.991988786	-136344.440979453	-533094.511505708	262489.391518379	-2272.40734965755	-2201.86653314644	-2272.40734965755	-8884.90852509513	4374.82319197298	7282654.95622123	7274157.05639809	7282654.95622123	5996565.35585621	8536159.90832077	6328243.86936506	6349373.11247658	6328243.86936506	3550993.37568128	9386909.30567119	none	-488619.185432718	-484667.691685911	-476391.852167944	-887962.41039588	-91362.7895549703	-8143.65309054529	-8077.79486143185	-7939.86420279907	-14799.373506598	-1522.71315924951	5271419.63600527	5291706.01338521	5285501.62512242	2568627.07860304	8166129.29526823
sip8	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.102925617447545	0.102785615783105	0.101864202455281	0.0316613398440183	0.169765262713806	479751.606133644	479069.617801285	475056.440516056	145461.736251695	815344.797814435	7995.8601022274	7984.49363002142	7917.60734193426	2424.36227086159	13589.0799635739	none	T0.13	t0_16O	t168_16O	-676829.880793872	-681172.122254609	-676829.880793872	-1650800.32499473	324420.278036511	-11280.4980132312	-11352.8687042435	-11280.4980132312	-27513.3387499122	5407.00463394185	15688782.2014077	15717766.4180689	15688782.2014077	8017198.54307907	22721468.981006	10950973.0358506	10949561.5622867	10950973.0358506	9697435.95226954	12795214.6564968	none	-1156581.48692752	-1160241.74005589	-1173678.16540626	-2231917.51427318	-155883.561699326	-19276.3581154586	-19337.3623342649	-19561.302756771	-37198.6252378864	-2598.05936165543	9511718.21744969	9512352.70888281	9497200.23125746	7574100.5652856	11440716.2185788
sip9	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.117920478420571	0.117261588821393	0.118831246146529	0.0632423777201228	0.163850519116953	258537.461829582	255224.560854945	256402.956375916	140032.36153054	372765.986334212	4308.9576971597	4253.74268091576	4273.38260626527	2333.87269217566	6212.76643890353	none	T0.13	t0_16O	t168_16O	-85607.0424767085	-81082.0141791476	-85607.0424767085	-487728.324203506	368913.248828794	-1426.78404127847	-1351.36690298579	-1426.78404127847	-8128.80540339177	6148.55414714656	4896494.02663231	4876805.06868134	4896494.02663231	1669122.45849259	7340928.8076457	4297244.72929535	4309230.96942731	4297244.72929535	3372997.87359214	6142117.31667852	none	-344144.504306291	-336306.575034093	-339871.769852761	-751791.751346816	110902.304908544	-5735.74173843818	-5605.10958390155	-5664.52949754602	-12529.8625224469	1848.37174847572	3521632.34380661	3543557.28686247	3527740.70061324	2344423.73267701	5223576.06278649
sip13	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.189988964409525	0.189499976234876	0.18837502600222	0.120035391505719	0.261189633454402	1795963.5080137	1802373.70027585	1736178.71649938	934092.710985927	2969373.48265759	29932.7251335617	30039.5616712641	28936.3119416563	15568.2118497654	49489.5580442932	none	T0.13	t0_16O	t168_16O	349106.403373626	349743.161923279	349106.403373626	-433315.617047669	1118696.9491205	5818.44005622709	5829.05269872132	5818.44005622709	-7221.92695079448	18644.9491520084	10541591.3726499	10534605.3923868	10541591.3726499	5966645.58513277	14563203.1740136	12985336.1962653	12982807.5258497	12985336.1962653	9564016.30209685	15596771.1429208	none	-1446857.10464008	-1452630.53835257	-1430664.42203625	-2785308.31533972	-260017.204872903	-24114.2850773346	-24210.5089725428	-23844.4070339375	-46421.8052556619	-4333.62008121501	7597445.6722242	7575686.42502216	7566853.7355298	2788521.20373274	12127954.4358108
sip15	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	0.155898353976106	0.156607070414677	0.154321291029459	0.103095789795792	0.220701548662179	221771.551719949	222574.134802097	217295.693822828	126745.19846686	349164.705812692	3696.19252866582	3709.56891336828	3621.59489704713	2112.41997444767	5819.41176354487	Warning: no occurrences in rep rA_t3_16O (t48_16O/t24_16O/t168_16O/t72_16O/t3_16O)	T0.13	t0_16O	t168_16O	162916.890737175	167611.738299877	162916.890737175	-251277.452406619	579580.112117211	2715.28151228625	2793.52897166462	2715.28151228625	-4187.95754011031	9659.66853528685	2267781.26600538	2254950.40929795	2267781.26600538	0	3555126.07517992	3408199.5011656	3428232.57739709	3408199.5011656	874978.567642403	6324842.05082585	Warning: no occurrences in rep rA_t0_16O (t0_16O)	-58854.6609827745	-54962.3965022195	-57072.8521604995	-467485.120916857	375766.881741092	-980.911016379574	-916.039941703658	-951.214202675005	-7791.41868194763	6262.78136235155	2742884.84600575	2760510.1729908	2763680.24370285	351796.874340142	5474923.70644858
