taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip1	T0.10	t0_16O	t72_16O	4558213.55484242	4592655.02973218	4558213.55484242	265877.322031725	9146535.5838216	75970.2259140404	76544.2504955364	75970.2259140404	4431.28870052875	152442.25973036	3007128.95036258	3001842.49080126	3007128.95036258	2261683.48945041	3888355.7635165	16681769.6148898	16779807.5799978	16681769.6148898	3267617.3593413	30785738.4236259	none
sip3	T0.10	t0_16O	t72_16O	949024.013786858	976854.730269979	949024.013786858	-1929945.49087409	4385376.2026209	15817.0668964476	16280.9121711663	15817.0668964476	-32165.7581812348	73089.6033770149	8450740.41512547	8444002.69816886	8450740.41512547	6015083.03072826	11044575.2584758	11297812.456486	11374566.8889788	11297812.456486	1901743.96735517	22524206.4570893	none
sip4	T0.10	t0_16O	t72_16O	1468389.58372392	1477978.93177262	1468389.58372392	383791.787021852	2885847.95905671	24473.159728732	24632.9821962103	24473.159728732	6396.52978369754	48097.4659842785	0	0	0	0	0	4405168.75117175	4433936.79531785	4405168.75117175	1151375.36106556	8657543.87717013	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O)
sip7	T0.10	t0_16O	t72_16O	976268.925671294	995573.033596207	976268.925671294	-1781131.64031386	3079825.84035716	16271.1487611882	16592.8838932701	16271.1487611882	-29685.5273385644	51330.4306726193	7282654.95622123	7274157.05639809	7282654.95622123	5996565.35585621	8536159.90832077	10211461.7332351	10260876.1571867	10211461.7332351	1102902.85365674	16929105.911904	none
sip8	T0.10	t0_16O	t72_16O	523711.183990706	528742.38437592	523711.183990706	-2630807.79603879	3586289.07880886	8728.51973317843	8812.37307293201	8728.51973317843	-43846.7966006465	59771.4846468143	15688782.2014077	15717766.4180689	15688782.2014077	8017198.54307907	22721468.981006	17259915.7533798	17303993.5711967	17259915.7533798	9651798.85794662	23338199.2402852	none
sip9	T0.10	t0_16O	t72_16O	1339367.85384046	1358890.25553324	1339367.85384046	-876324.781006128	3185838.7122677	22322.7975640077	22648.170925554	22322.7975640077	-14605.4130167688	53097.3118711284	4896494.02663231	4876805.06868134	4896494.02663231	1669122.45849259	7340928.8076457	8914597.5881537	8953475.83528107	8914597.5881537	1560731.76893286	14168661.139512	none
sip13	T0.10	t0_16O	t72_16O	7026077.13376189	7044074.92449769	7042726.91244288	1952290.14198889	11263897.4304382	117101.285562698	117401.248741628	117378.781874048	32538.1690331482	187731.623840636	10541591.3726499	10534605.3923868	10541591.3726499	5966645.58513277	14563203.1740136	31619822.7739356	31666830.1658798	31619822.7739356	13532942.602323	42071047.7898673	none
sip15	T0.10	t0_16O	t72_16O	1432387.49134071	1450048.71428061	1432387.49134071	-285403.241092605	3116077.29573583	23873.1248556785	24167.4785713436	23873.1248556785	-4756.72068487675	51934.6215955972	2267781.26600538	2254950.40929795	2267781.26600538	0	3555126.07517992	6564943.7400275	6605096.55213979	6564943.7400275	677807.565233352	12275889.7296096	Warning: no occurrences in rep rA_t0_16O (t0_16O)
sip16	T0.10	t0_16O	t72_16O	8357683.74323237	8391657.72844951	8481374.98141283	1796875.98914805	12970410.6960584	139294.729053873	139860.962140825	141356.249690214	29947.9331524676	216173.511600973	13081484.5612302	13077868.0153228	13081484.5612302	9270361.90480324	16101196.1740294	38154535.7909274	38252841.2006713	38154535.7909274	16195167.7722657	50878876.0784735	none
sip17	T0.10	t0_16O	t72_16O	2506186.32206871	2539541.45739873	2553223.19762585	-1748567.94916186	5873741.99153846	41769.7720344785	42325.6909566454	42553.7199604308	-29142.7991526977	97895.6998589744	8765467.40453664	8739947.21258351	8765467.40453664	5307068.33060476	13279951.3900071	16284026.3707428	16358571.5847797	16284026.3707428	1508150.62426199	26245582.7524806	none
sip18	T0.10	t0_16O	t72_16O	69278.1791520615	102244.426675646	69278.1791520615	-4715300.82580286	5118910.33674644	1154.63631920103	1704.07377792743	1154.63631920103	-78588.3470967143	85315.1722791073	18409072.8161659	18425080.4831775	18409072.8161659	15445071.7940018	21847623.2256668	18616907.3536221	18731813.7632044	18616907.3536221	2358893.79352153	35058306.6906677	none
sip19	T0.10	t0_16O	t72_16O	1431173.79859349	1447838.72202156	1529983.4570198	-839692.383615335	3226725.08908824	23852.8966432249	24130.645367026	25499.7242836633	-13994.8730602556	53778.751484804	4253487.85897182	4236287.912249	4253487.85897182	1845007.53655394	7152001.56997574	8547009.2547523	8579804.07831367	8547009.2547523	1015268.5587861	12757523.0656538	none
sip20	T0.10	t0_16O	t72_16O	-526851.592030954	-524471.473587949	-526851.592030954	-1912802.83517508	859099.651113167	-8780.85986718257	-8741.19122646581	-8780.85986718257	-31880.0472529179	14318.3275185528	4594676.82686334	4612291.40905485	4594676.82686334	1748455.44625506	8233041.63880283	3014122.05077047	3038876.988291	3014122.05077047	778339.559976655	6767314.55572599	none
sip22	T0.10	t0_16O	t72_16O	-1048905.92830697	-1060791.61509431	-1048905.92830697	-3725248.41112534	936396.133373521	-17481.7654717829	-17679.8602515719	-17481.7654717829	-62087.4735187556	15606.602222892	6853152.19093981	6900961.47654783	6853152.19093981	1324306.55107454	15959641.0060959	3706434.40601889	3718586.63126489	3706434.40601889	1279778.26397148	5327362.59001067	none
sip25	T0.10	t0_16O	t72_16O	-828134.587688226	-819968.663740763	-828134.587688226	-2836183.67227611	1287620.84027601	-13802.2431281371	-13666.1443956794	-13802.2431281371	-47269.7278712685	21460.3473379336	8581914.79327035	8602478.08494963	8581914.79327035	6096471.10143001	12536313.8373063	6097511.03020567	6142572.09372734	6097511.03020567	1150604.90404173	12783203.9294564	none
sip26	T0.10	t0_16O	t72_16O	-19588.8311810754	-13589.7902002741	-19588.8311810754	-1609822.01990497	1570461.10897154	-326.48051968459	-226.4965033379	-326.48051968459	-26830.3669984161	26174.3518161923	6753789.19165106	6766673.38474268	6753789.19165106	4690776.33896107	9408472.65383671	6695022.69810783	6725904.01414186	6695022.69810783	1359982.1291167	10952735.2756146	none
sip28	T0.10	t0_16O	t72_16O	311311.087410464	320731.758508253	311311.087410464	-899044.990112502	1837166.78953167	5188.51812350774	5345.52930847088	5188.51812350774	-14984.0831685417	30619.4464921945	2731603.24824705	2736086.59631422	2731603.24824705	1238302.31714991	3994370.51135915	3665536.51047845	3698281.87183897	3665536.51047845	450044.97838694	8587181.4818844	none
sip29	T0.10	t0_16O	t72_16O	5997503.888621	6034688.83059908	6003421.12940433	676763.535133092	9992115.67275829	99958.3981436833	100578.147176651	100057.018823405	11279.3922522182	166535.261212638	2937187.58754992	2919857.99401028	2937187.58754992	280882.799054469	5431018.78305092	20929699.2534129	21023924.4858075	20929699.2534129	3270194.17830459	33690653.8066603	none
sip30	T0.10	t0_16O	t72_16O	2040351.35688732	2060594.90770633	2040351.35688732	-390741.355212892	4809244.8107661	34005.8559481219	34343.2484617722	34005.8559481219	-6512.35592021486	80154.080179435	3046485.09396438	3044264.67425523	3046485.09396438	2565565.26532506	3468933.30044154	9167539.16462633	9226049.39737422	9167539.16462633	1576171.48815617	17654016.6765298	none
sip36	T0.10	t0_16O	t72_16O	5838828.45110968	5867380.97942073	5838828.45110968	419506.473080162	9321567.2777753	97313.8075184947	97789.6829903455	97313.8075184947	6991.77455133603	155359.454629588	2550640.54117268	2537980.63908784	2550640.54117268	0	4412512.62244723	20067125.8945017	20140123.57735	20067125.8945017	2348098.28310889	29280235.1006522	Warning: no occurrences in rep rA_t0_16O (t0_16O)
sip38	T0.10	t0_16O	t72_16O	1021511.95448784	1037446.44680154	1021511.95448784	-1647128.69856803	3490648.78035121	17025.199241464	17290.774113359	17025.199241464	-27452.1449761339	58177.4796725201	7869068.33588653	7878954.0657007	7869068.33588653	5431693.794712	10205008.8974233	10933604.1993501	10991293.4061053	10933604.1993501	2061363.24126941	19069765.1655483	none
sip42	T0.10	t0_16O	t72_16O	417559.583246177	419381.662651535	417559.583246177	58124.2763274711	661333.599652651	6959.32638743628	6989.69437752558	6959.32638743628	968.737938791185	11022.2266608775	0	0	0	0	0	1252678.74973853	1258144.9879546	1252678.74973853	174372.828982413	1984000.79895795	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O)
sip46	T0.10	t0_16O	t72_16O	-211175.308541595	-208342.141523718	-211175.308541595	-1464305.13079656	1041954.51371337	-3519.58847569325	-3472.3690253953	-3519.58847569325	-24405.085513276	17365.9085618895	4829145.41675706	4843403.05865756	4829145.41675706	3153866.59320246	7554139.29007667	4195619.49113228	4218376.63408641	4195619.49113228	493573.237854696	7371468.94127516	none
sip47	T0.10	t0_16O	t72_16O	248307.376866193	250695.722583115	248307.376866193	-364642.265052228	727772.784138595	4138.45628110322	4178.26204305191	4138.45628110322	-6077.3710842038	12129.5464023099	1988181.95863468	1990883.15989069	1988181.95863468	1398083.19341974	2293790.60567582	2733104.08923326	2742970.32764004	2733104.08923326	602974.2667542	4022455.51994973	none
sip48	T0.10	t0_16O	t72_16O	-2897888.74792228	-2902230.82041697	-2897888.74792228	-5677324.97607283	-77121.3721945624	-48298.1457987048	-48370.5136736162	-48298.1457987048	-94622.0829345471	-1285.35620324271	15439946.2533976	15475713.5097832	15439946.2533976	6977644.12621443	23766840.4557564	6746280.00963074	6769021.04853231	6746280.00963074	1423612.12136928	9649341.84518215	none
sip49	T0.10	t0_16O	t72_16O	-1407989.66215032	-1400908.37190356	-1407989.66215032	-2813917.54388066	-97601.6822222704	-23466.494369172	-23348.4728650594	-23466.494369172	-46898.6257313443	-1626.69470370451	9613550.4809682	9618817.82593513	9613550.4809682	7212402.56810872	11244053.9955083	5389581.49451725	5416092.71022444	5389581.49451725	345785.226147142	8967484.73432068	none
sip51	T0.10	t0_16O	t72_16O	784332.08023183	795167.318847252	784332.08023183	-283575.800856504	1792655.64371922	13072.2013371972	13252.7886474542	13072.2013371972	-4726.2633476084	29877.594061987	2074404.27917943	2062371.92655862	2074404.27917943	0	3378661.74104933	4427400.51987492	4447873.88310038	4427400.51987492	1045639.9950898	7276000.96998732	Warning: no occurrences in rep rA_t0_16O (t0_16O)
sip55	T0.10	t0_16O	t72_16O	804147.423333055	826548.449384083	804147.423333055	-1619390.02029429	3266964.58112066	13402.4570555509	13775.8074897347	13402.4570555509	-26989.8336715714	54449.4096853443	6493340.01992622	6482465.05824943	6493340.01992622	4809817.80845913	8027496.63154061	8905782.28992538	8962110.40640168	8905782.28992538	574150.276447537	16905196.3670615	none
sip56	T0.10	t0_16O	t72_16O	2011599.83989688	2025426.32208458	2011599.83989688	170939.76667946	4009236.85897698	33526.6639982813	33757.1053680763	33526.6639982813	2848.99611132433	66820.614316283	0	0	0	0	0	6034799.51969064	6076278.96625373	6034799.51969064	512819.300038379	12027710.5769309	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O)
sip57	T0.10	t0_16O	t72_16O	74252.348195682	72768.327843045	74252.348195682	-2374105.70634614	2581227.84625133	1237.5391365947	1212.80546405075	1237.5391365947	-39568.4284391023	43020.4641041889	11261202.7638797	11284408.5597872	11261202.7638797	4034951.06383046	17271260.245022	11483959.8084668	11502713.5433164	11483959.8084668	5736840.06558642	14592783.2422366	none
sip59	T0.10	t0_16O	t72_16O	81392.8290530442	82891.6181974978	84473.853531868	-108033.219930645	245720.327591099	1356.54715088407	1381.5269699583	1407.89755886447	-1800.55366551075	4095.33879318498	344794.491806663	342304.212534169	344794.491806663	0	771724.409520396	588972.978965796	590979.067126662	588972.978965796	108247.85398126	843200.15161277	Warning: no occurrences in rep rA_t0_16O (t0_16O)
