taxonID	comparisonID	group.code.0	group.code.t	net.r.obs	net.r.boot.mean	net.r.boot.median	net.r.boot.CI.L	net.r.boot.CI.U	net.f.obs	net.f.boot.mean	net.f.boot.median	net.f.boot.CI.L	net.f.boot.CI.U	N.T0.obs.mean	N.T0.boot.mean	N.T0.boot.median	N.T0.boot.CI.L	N.T0.boot.CI.U	N.Tt.obs.mean	N.Tt.boot.mean	N.Tt.boot.median	N.Tt.boot.CI.L	N.Tt.boot.CI.U	message
sip1	T0.7	t0_16O	t48_16O	4506142.09917287	4522280.87551102	4506142.09917287	2978007.52899202	6494967.50464894	75102.3683195478	75371.3479251836	75102.3683195478	49633.4588165337	108249.458410816	3007128.95036258	3001842.49080126	3007128.95036258	2261683.48945041	3888355.7635165	12019413.1487083	12046404.2418233	12019413.1487083	9505368.09970198	16336066.681459	none
sip2	T0.7	t0_16O	t48_16O	615177.298801409	620905.620099611	615600.012732126	-213989.108481481	1422328.08943072	10252.9549800235	10348.4270016602	10260.0002122021	-3566.48514135802	23705.4681571786	1648059.02860893	1637047.99625097	1648059.02860893	0	3306391.84317471	2878413.62621175	2878859.23645019	2878413.62621175	2842965.32313856	2946773.9487738	Warning: no occurrences in rep rA_t0_16O (t0_16O)
sip3	T0.7	t0_16O	t48_16O	686631.865746388	705209.385385074	686631.865746388	-1368180.94165908	3043926.04933663	11443.8644291065	11753.4897564179	11443.8644291065	-22803.0156943179	50732.1008222771	8450740.41512547	8444002.69816886	8450740.41512547	6015083.03072826	11044575.2584758	9824004.14661825	9854421.468939	9824004.14661825	7390875.9410565	14538592.5137987	none
sip4	T0.7	t0_16O	t48_16O	1639724.05675764	1634855.1107415	1639724.05675764	935010.183546898	2280386.83363681	27328.734279294	27247.5851790249	27328.734279294	15583.503059115	38006.4472272801	0	0	0	0	0	3279448.11351528	3269710.22148299	3279448.11351528	1870020.3670938	4560773.66727361	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O)
sip5	T0.7	t0_16O	t48_16O	-49050.8630084491	-61645.147754549	-49050.8630084491	-1278355.90177257	1062306.81702225	-817.514383474151	-1027.41912924248	-817.514383474151	-21305.9316962096	17705.1136170374	2379428.64916919	2391108.91202733	2379428.64916919	886473.888605424	4654002.24408638	2281326.9231523	2267818.61651823	2281326.9231523	301325.971759553	3909627.84886334	none
sip7	T0.7	t0_16O	t48_16O	-510338.969171988	-498925.972704701	-510338.969171988	-1550007.30911225	600025.494108026	-8505.6494861998	-8315.43287841168	-8505.6494861998	-25833.4551518708	10000.4249018004	7282654.95622123	7274157.05639809	7282654.95622123	5996565.35585621	8536159.90832077	6261977.01787726	6276305.11098869	6261977.01787726	5029171.85548493	8515290.59270278	none
sip8	T0.7	t0_16O	t48_16O	30294.2746645845	4341.69299455841	30294.2746645845	-4906357.60347038	4966946.15279955	504.904577743076	72.3615499093081	504.904577743076	-81772.6267245063	82782.4358799925	15688782.2014077	15717766.4180689	15688782.2014077	8017198.54307907	22721468.981006	15749370.7507369	15726449.8040581	15749370.7507369	10777490.4737759	24396662.4172083	none
sip9	T0.7	t0_16O	t48_16O	2098067.30022242	2114838.34135571	2098067.30022242	516877.857859791	3679256.74258505	34967.7883370403	35247.3056892619	34967.7883370403	8614.63096432985	61320.9457097508	4896494.02663231	4876805.06868134	4896494.02663231	1669122.45849259	7340928.8076457	9092628.62707715	9106481.75139277	9092628.62707715	7820851.85873626	11301185.4546578	none
sip13	T0.7	t0_16O	t48_16O	17103967.1661392	17074137.1840433	17103967.1661392	8233269.53695297	29118054.4887472	285066.119435653	284568.953067389	285066.119435653	137221.158949216	485300.908145786	10541591.3726499	10534605.3923868	10541591.3726499	5966645.58513277	14563203.1740136	44749525.7049282	44682879.7604735	44749525.7049282	29873801.3675164	70473293.591714	none
sip15	T0.7	t0_16O	t48_16O	1276782.12900101	1297586.40519257	1276782.12900101	-486622.143327642	3333186.88660262	21279.7021500169	21626.4400865429	21279.7021500169	-8110.36905546071	55553.1147767103	2267781.26600538	2254950.40929795	2267781.26600538	0	3555126.07517992	4821345.5240074	4850123.21968309	4821345.5240074	1778235.16578142	9110443.07691715	Warning: no occurrences in rep rA_t0_16O (t0_16O)
