taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	0.162551876440546	0.163244548760637	0.163808226350291	0.125222128071133	0.206303023942933	3961835.61122464	3940223.4078244	3873674.24315291	2780742.7262049	5277137.87337171	66030.5935204108	65670.3901304066	64561.2373858819	46345.7121034149	87952.2978895284	none	T0.6	t0_16O	t24_16O.t24_18O	19454553.578222	19134021.8110613	18649882.3969555	7106886.10093957	35781859.8431737	324242.559637034	318900.363517688	310831.373282592	118448.101682326	596364.330719562	3007128.95036258	3001842.49080126	3007128.95036258	2261683.48945041	3888355.7635165	22461682.5285846	22135864.3018625	21713796.3987158	10279739.2980526	38480203.1564448	none	15492717.9669974	15193798.4032369	14731566.7992366	2967384.17487034	31215734.6475153	258211.966116623	253229.973387281	245526.11332061	49456.4029145057	520262.244125255	18499846.91736	18195640.8940381	17762539.1322128	6176325.78669678	34156033.5979917
sip2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip3	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	0.0764664638654246	0.0772008546642841	0.0777968519889163	0.0397956147904719	0.114714525316914	1727822.23258558	1724799.49889858	1716277.74827496	948370.420225202	2542081.15987942	28797.0372097597	28746.6583149763	28604.629137916	15806.17367042	42368.0193313237	none	T0.6	t0_16O	t24_16O.t24_18O	14046903.2981256	13885645.8525797	13791436.9703741	3862144.37453015	25213824.7607889	234115.054968761	231427.430876329	229857.282839568	64369.0729088358	420230.412679815	8450740.41512547	8444002.69816886	8450740.41512547	6015083.03072826	11044575.2584758	22497643.7132511	22329648.5507486	22211415.0806332	12675190.5661235	33162398.4633596	none	12319081.0655401	12160846.3536812	12064181.9280183	2095915.68829205	23532446.8909217	205318.017759001	202680.772561353	201069.698800307	34931.9281382009	392207.448182027	20769821.4806655	20604849.05185	20604885.2988533	10931646.1126397	31265249.0370587
sip4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sip7	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	0.0842263960412288	0.0843418641389245	0.0839713255132175	0.0456433914871635	0.122370799512693	1253936.74124958	1230429.09793008	1226651.72756733	735252.192535324	1709727.80965028	20898.945687493	20507.1516321679	20444.1954594555	12254.2032089221	28495.4634941713	none	T0.6	t0_16O	t24_16O.t24_18O	5925938.07017129	5755991.34736844	5532965.030457	-602316.460475098	14159654.4199135	98765.6345028548	95933.1891228073	92216.0838409499	-10038.607674585	235994.240331892	7282654.95622123	7274157.05639809	7282654.95622123	5996565.35585621	8536159.90832077	13208593.0263925	13030148.4037665	12841394.9383412	6783354.31966524	21373488.1879204	none	4672001.32892171	4525562.24943836	4283641.59862047	-1911306.49512787	12881741.3398574	77866.6888153618	75426.0374906394	71394.0266436744	-31855.1082521312	214695.688997623	11954656.2851429	11799719.3058365	11612285.7502939	5645570.60967457	20265980.8678243
sip8	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	0.120495250661732	0.122268373730965	0.124062754666345	0.0360325610558426	0.201881477133605	4110562.28772548	4143655.62965608	4163563.74807583	1173177.92279928	6832077.90790013	68509.3714620913	69060.9271609347	69392.7291345971	19552.9653799879	113867.965131669	none	T0.6	t0_16O	t24_16O.t24_18O	15512166.9045623	15659379.5403198	15512166.9045623	2900588.74268531	30996220.9148659	258536.115076038	260989.659005331	258536.115076038	48343.1457114219	516603.681914432	15688782.2014077	15717766.4180689	15688782.2014077	8017198.54307907	22721468.981006	31200949.10597	31377145.9583888	30665271.3453676	20624620.9643193	45378927.9948462	none	11401604.6168368	11515723.9106638	11258961.4560908	-1736346.89389119	26748696.3625788	190026.743613947	191928.731844396	187649.357601513	-28939.1148981866	445811.60604298	27090386.8182445	27233490.3287327	26651272.8167363	15775250.2226523	41622227.6437791
sip9	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	0.0842745061465922	0.0845399387187779	0.0852102304816368	0.0510426941762374	0.116139534580443	1422043.09945197	1409635.05156097	1414112.40916628	941963.951483066	1982722.5430378	23700.7183241995	23493.9175260162	23568.5401527714	15699.3991913844	33045.3757172967	none	T0.6	t0_16O	t24_16O.t24_18O	11293412.8724618	11205128.7428619	11156891.7957472	4938339.45501638	17938806.1426829	188223.547874364	186752.145714364	185948.196595786	82305.6575836064	298980.102378049	4896494.02663231	4876805.06868134	4896494.02663231	1669122.45849259	7340928.8076457	16189906.8990941	16081933.8115432	16112274.8528638	10293230.012705	22001046.8955014	none	9871369.77300985	9795493.69130088	9649544.52198727	3540584.76208178	16607798.5399687	164522.829550164	163258.228188348	160825.742033122	59009.7460346963	276796.642332812	14767863.7996422	14672298.7599822	14649070.7952995	8845758.23605784	20803389.2983402
sip13	2	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t24_18O	0.238516328421736	0.238657091175481	0.238892579418422	0.178725065454263	0.304330178784756	23030155.1411755	23021583.2437162	22558882.7565911	14765300.0344042	32903463.9110397	383835.919019592	383693.054061937	375981.379276518	246088.333906736	548391.065183995	none	T0.6	t0_16O	t24_16O.t24_18O	107462801.273316	107905566.225829	107462801.273316	57745735.1777506	166862651.58549	1791046.68788861	1798426.10376381	1791046.68788861	962428.919629177	2781044.19309149	10541591.3726499	10534605.3923868	10541591.3726499	5966645.58513277	14563203.1740136	118004392.645966	118440171.618215	118004392.645966	68579943.304553	176279345.89077	none	84432646.132141	84883982.9821125	84030628.5861108	34802978.6637147	143676975.776866	1407210.76886902	1414733.04970187	1400510.47643518	580049.644395249	2394616.26294777	94974237.5047909	95418588.3744992	94637230.9207315	45413494.9079389	154485308.14165
sip15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
