taxonID	comparisonID	trt.code.1	trt.code.2	wad1.obs.mean	wad2.obs.mean	wad1.boot.mean	wad1.boot.median	wad1.boot.CI.L	wad1.boot.CI.U	wad2.boot.mean	wad2.boot.median	wad2.boot.CI.L	wad2.boot.CI.U	wad.diff.obs	wad.diff.boot.mean	wad.diff.boot.median	wad.diff.boot.CI.L	wad.diff.boot.CI.U	wad.diff.p.value	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	r.obs	r.boot.mean	r.boot.median	r.boot.CI.L	r.boot.CI.U	f.obs	f.boot.mean	f.boot.median	f.boot.CI.L	f.boot.CI.U	N1.obs.mean	N2.obs.mean	N1.boot.mean	N1.boot.median	N1.boot.CI.L	N1.boot.CI.U	N2.boot.mean	N2.boot.median	N2.boot.CI.L	N2.boot.CI.U	N.obs.mean	N.boot.mean	N.boot.median	N.boot.CI.L	N.boot.CI.U	message
sip1	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.70875101084594	1.72572919717392	1.70870978351546	1.70869615687357	1.70590918111585	1.71118215531932	1.72565041412786	1.72572919717392	1.72270667808411	1.72780821612154	0.0169781863279712	0.0169406306124044	0.0169729573644429	0.0132932539675484	0.0204077928204282	0.001	0.252933795523481	0.252396459375791	0.252888197491644	0.197876012174943	0.304334571774897	1057667.8286078	1053826.57236297	1054032.65456257	693449.801425623	1399533.48993944	17627.7971434633	17563.7762060494	17567.2109093762	11557.4966904271	23325.5581656574	10407174.1886202	53129638.2329356	10417448.9800113	10384487.4324436	6765406.36509518	14178997.0020322	52743605.2103759	53129638.2329356	34740558.0183875	70064111.4638232	17527584.8626728	17471808.3517388	17468403.963275	13198277.835261	21684144.163149	none
sip3	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.70836830635782	1.71413316318566	1.70831300913641	1.70829256753117	1.70574880639233	1.71072858317921	1.71395601916716	1.71413316318566	1.70725657145327	1.71861156157855	0.00576485682783678	0.00564301003074695	0.00582900352061566	-0.00068832920252635	0.0110063633842315	0.039	0.0859009893240801	0.084980653126331	0.0868600879623887	0	0.164143584489568	254848.675475375	252895.890088813	254360.958354267	-28801.1084318735	514707.360878746	4247.47792458958	4214.93150148021	4239.34930590445	-480.018473864558	8578.45601464577	9603963.67443618	26593286.1505958	9583015.39244692	9532675.68880361	7109567.16117325	12431721.2031388	26392017.3715193	26593286.1505958	16219989.6645104	38125172.5735566	12435517.4204628	12384515.7222923	12356696.841308	9609461.77970726	15250353.1854473	none
sip4	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71540916412852	1.7315603568564	1.71537185821246	1.71533798632186	1.70739638707724	1.72301502533364	1.73170568968678	1.7315603568564	1.72856792408725	1.7375	0.0161511927278821	0.0163338314743135	0.0163970366007107	0.007028655664877	0.0256462878670306	0.0926485397784491	0.239710452863552	0.242574979521703	0.24326021740527	0.10394361756696	0.382105178238468	208789.972132684	205641.941869944	204450.27017963	81663.7527498451	343985.875297313	3479.83286887806	3427.3656978324	3407.50450299384	1361.06254583075	5733.09792162188	2041426.71580406	11698386.0360217	2066016.49147948	2061549.3513864	1022513.63800798	3224302.80935293	11460224.0090507	11698386.0360217	1985983.56707424	16579567.2483103	3650919.93584033	3631717.74440802	3676054.22118518	1847818.36215071	5230821.4870956	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rB_t3_16O & rC_t24_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)
sip5	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71395048469523	1.71261881129027	1.71394785685604	1.71385633295638	1.71011901744342	1.71769312952212	1.71254041527253	1.71261881129027	1.7105	1.71685643387082	-0.00133167340496199	-0.00140744158350381	-0.00151618522704389	-0.00632895886965226	0.0040232339959983	0.617	0	0.00773118183356851	0	0	0.0598754488637819	-9667.68871345016	-9803.38230616315	-10595.3863012891	-44792.0467900382	32482.7973287127	-161.128145224169	-163.389705102719	-176.589771688152	-746.534113167303	541.379955478545	1685017.34823817	3866733.84528975	1695113.6220639	1688271.96809701	1069315.0881255	2335841.72005703	3830071.92814519	3866733.84528975	2718218.0894168	5463785.45830694	2048636.76441344	2050940.00641078	2037404.86729466	1487191.44109333	2675551.22914439	Warning: no occurrences in rep rB_t168_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)
sip7	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71272796316237	1.72315954086137	1.71268295138995	1.7126799895392	1.71065595422937	1.71469083884709	1.72314614628364	1.72315954086137	1.72241663131028	1.72410780038914	0.0104315776989961	0.0104631948936868	0.0105000684394251	0.00826568773568566	0.0125938559935912	0	0.155056243700498	0.155539721909262	0.156080563584304	0.122747367463316	0.187329395276779	352274.744453265	352555.699697125	350925.992692748	265384.291245156	452083.140386177	5871.24574088774	5875.92832828541	5848.76654487913	4423.07152075261	7534.71900643627	6913206.78852154	22571717.4646795	6907490.66520131	6883095.69835696	4828889.96717662	9203910.85765208	22676266.8329111	22571717.4646795	13715297.5449447	29916045.4712769	9522958.5678812	9535620.02648628	9525681.72504673	7319555.02711714	11783151.1529321	none
sip8	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.69679090133723	1.7036530104184	1.69672549400824	1.69670205147795	1.69293843257786	1.7001719669267	1.70357344731393	1.7036530104184	1.70021174885488	1.70594337766023	0.00686210908117646	0.00684795330569494	0.00679011178566702	0.00211486916371919	0.011300952343288	0.057	0.102925617447545	0.102785615783105	0.101864202455281	0.0316613398440183	0.169765262713806	479751.606133644	479069.617801285	475056.440516056	145461.736251695	815344.797814435	7995.8601022274	7984.49363002142	7917.60734193426	2424.36227086159	13589.0799635739	15974359.5179723	37354176.9442357	15998114.6976378	16022951.9661509	12993131.4363378	18831495.8222179	36982618.2250231	37354176.9442357	27153513.9646353	57051605.5795194	19537662.4223495	19495531.952202	19453941.8375683	16243220.1935906	23072019.8003564	none
sip9	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.71449618235058	1.72243733053437	1.71445401908095	1.71441708448405	1.71258223499705	1.71639662701307	1.72235000778917	1.72243733053437	1.7189754538179	1.7244690807702	0.00794114818378167	0.00789598870821414	0.00800219729231388	0.00425960645278651	0.0110248747110639	0.005	0.117920478420571	0.117261588821393	0.118831246146529	0.0632423777201228	0.163850519116953	258537.461829582	255224.560854945	256402.956375916	140032.36153054	372765.986334212	4308.9576971597	4253.74268091576	4273.38260626527	2333.87269217566	6212.76643890353	8042952.7097996	14925031.0275901	8018572.71049328	7883420.95602232	5819165.4043153	10473330.003712	14951193.541259	14925031.0275901	10382867.0879209	20042056.5653748	9189965.76276467	9174009.51562089	9087265.62048644	7206029.1101215	11396733.8011298	none
sip13	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.70002745946678	1.71271750015871	1.69997188640597	1.7000025620116	1.69602500504535	1.70346017623243	1.71262689826598	1.71271750015871	1.70981745263626	1.71651361133059	0.0126900406919239	0.0126550118600184	0.01259021735987	0.00803210457509224	0.0174197526084303	0.002	0.189988964409525	0.189499976234876	0.18837502600222	0.120035391505719	0.261189633454402	1795963.5080137	1802373.70027585	1736178.71649938	934092.710985927	2969373.48265759	29932.7251335617	30039.5616712641	28936.3119416563	15568.2118497654	49489.5580442932	34362143.5423413	65928061.3578883	34379669.4713228	34309386.5457837	23431209.7174056	45766329.654287	64878243.66403	65928061.3578883	37104410.0846166	122994291.697939	39623129.8449325	39462765.1701073	39229366.0043842	28392027.9065117	51839225.3834005	none
sip15	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.7078138502976	1.71827298023502	1.70776005118583	1.70791129922144	1.70403658934669	1.71083427242204	1.7182644546047	1.71827298023502	1.71707704935151	1.72037834002074	0.0104591299374206	0.0105044034188729	0.0103509357429923	0.00692686264564766	0.0147788274836827	0.001	0.155898353976106	0.156607070414677	0.154321291029459	0.103095789795792	0.220701548662179	221771.551719949	222574.134802097	217295.693822828	126745.19846686	349164.705812692	3696.19252866582	3709.56891336828	3621.59489704713	2112.41997444767	5819.41176354487	4333823.0896133	14107166.203422	4318881.81220383	4317710.36118505	2593371.25785835	6116928.84960058	14120737.9911583	14107166.203422	6720651.44395743	23853476.1395682	5962713.60858141	5952524.50869624	5905209.82788919	3986237.07129525	8083745.39859858	Warning: no occurrences in rep rA_t3_16O (t48_16O/t24_16O/t168_16O/t72_16O/t3_16O)
sip16	5	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t168_18O	1.70024152257974	1.71377292472275	1.70018697580797	1.70021922601527	1.69657716892311	1.70335613853619	1.71369341164878	1.71377292472275	1.711115183345	1.71682960463745	0.0135314021430075	0.0135064358408046	0.0135459646706385	0.00950258024929924	0.0176719027433431	0.001	0.202560739053403	0.202218440974334	0.202827376963201	0.141976333232241	0.264898453521847	2108692.4762268	2110866.4358978	2052065.1410069	1195685.13297728	3271762.53829319	35144.8746037799	35181.1072649634	34201.0856834483	19928.0855496213	54529.3756382199	38320684.3871794	70208169.802581	38329826.6720009	38231853.1486113	26158985.8195574	50126608.3436644	69017741.7358836	70208169.802581	35689535.6871231	128834070.564549	43635265.2897463	43444479.182648	43265914.745674	31361883.6832656	55921278.9809804	none
