taxonID	comparisonID	trt.code.1	trt.code.2	wad1.obs.mean	wad2.obs.mean	wad1.boot.mean	wad1.boot.median	wad1.boot.CI.L	wad1.boot.CI.U	wad2.boot.mean	wad2.boot.median	wad2.boot.CI.L	wad2.boot.CI.U	wad.diff.obs	wad.diff.boot.mean	wad.diff.boot.median	wad.diff.boot.CI.L	wad.diff.boot.CI.U	wad.diff.p.value	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	r.obs	r.boot.mean	r.boot.median	r.boot.CI.L	r.boot.CI.U	f.obs	f.boot.mean	f.boot.median	f.boot.CI.L	f.boot.CI.U	N1.obs.mean	N2.obs.mean	N1.boot.mean	N1.boot.median	N1.boot.CI.L	N1.boot.CI.U	N2.boot.mean	N2.boot.median	N2.boot.CI.L	N2.boot.CI.U	N.obs.mean	N.boot.mean	N.boot.median	N.boot.CI.L	N.boot.CI.U	message
sip1	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.70875101084594	1.71402184039622	1.70870978351546	1.70869615687357	1.70590918111585	1.71118215531932	1.71412278710104	1.71402184039622	1.71192023781347	1.71812511990287	0.00527082955027502	0.00541300358558918	0.00528030646660849	0.00143819811855604	0.0100751263377573	0.052	0.078522575848521	0.0806595154172689	0.0786641952211526	0.0214027613360601	0.150506207783801	10084147.1697775	10025147.4885384	9832489.07239189	3033074.95315867	17859350.6302101	168069.119496292	167085.79147564	163874.817873198	50551.2492193112	297655.843836835	10407174.1886202	5639116.14531954	10417448.9800113	10384487.4324436	6765406.36509518	14178997.0020322	5557878.70686925	5639116.14531954	1576642.74010599	9865532.04522016	9612497.84807009	9607520.60115433	9548565.74616984	6408510.36798451	12865396.6488626	none
sip3	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.70836830635782	1.70581059785159	1.70831300913641	1.70829256753117	1.70574880639233	1.71072858317921	1.70561123427231	1.70581059785159	1.69677300361385	1.71297629251582	-0.00255770850622694	-0.00270177486409772	-0.00243426844334671	-0.0111541017435393	0.00461154886619076	0.749	0	0.00969356401187111	0	0	0.0687177058460676	-5449564.10002007	-5316797.39030788	-5065010.55708281	-21746923.8427933	11007818.0697917	-90826.0683336678	-88613.2898384646	-84416.8426180468	-362448.730713222	183463.634496528	9603963.67443618	16196284.5778669	9583015.39244692	9532675.68880361	7109567.16117325	12431721.2031388	16064615.7687514	16196284.5778669	8610087.53672864	26492545.3055226	10702683.825008	10663282.121831	10594163.972273	8102105.79768072	13370665.5325804	none
sip5	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.71395048469523	1.71623855511105	1.71394785685604	1.71385633295638	1.71011901744342	1.71769312952212	1.71632525726457	1.71623855511105	1.71260791807926	1.71901462945126	0.0022880704158188	0.00237740040853273	0.00245826580509534	-0.0026014789415528	0.00742363769395753	0.356	0.0339867001938012	0.0390394257737505	0.0365183871177271	0	0.110503427817994	904836.997658932	900580.651481138	957950.460673598	-1134894.57132269	2596099.87090454	15080.6166276489	15009.6775246856	15965.8410112266	-18914.9095220449	43268.3311817423	1685017.34823817	3531417.3837559	1695113.6220639	1688271.96809701	1069315.0881255	2335841.72005703	3489896.55180129	3531417.3837559	1780761.13493084	4571175.0451602	1992750.68749113	1994244.11035346	1979341.24024656	1428425.87316463	2597849.79412652	Warning: no occurrences in rep rB_t168_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)
sip7	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.71272796316237	1.71133929020886	1.71268295138995	1.7126799895392	1.71065595422937	1.71469083884709	1.71118372491623	1.71133929020886	1.70467627880533	1.71559221432145	-0.00138867295351619	-0.00149922647372193	-0.00133095925132787	-0.00785527583107188	0.00345587848580437	0.69	0	0.0087852012737705	0	0	0.0514047928252079	-1969364.25713063	-2020004.94879688	-1798729.76916728	-10650594.4900906	5215558.52877106	-32822.7376188438	-33666.7491466146	-29978.8294861213	-177509.908168176	86925.9754795177	6913206.78852154	8281879.82394897	6907490.66520131	6883095.69835696	4828889.96717662	9203910.85765208	8239159.10175589	8281879.82394897	4187904.53900921	16154732.9564742	7141318.96109278	7129435.40462708	7099819.37408532	5116273.08039595	9307574.30153841	none
sip8	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.69679090133723	1.6968756160768	1.69672549400824	1.69670205147795	1.69293843257786	1.7001719669267	1.69657499801741	1.6968756160768	1.68355435983661	1.70662657041555	8.47147395757197e-05	-0.000150495990829225	0.000202744009252021	-0.0128712711332434	0.010053650509618	0.515	0.00127064679016517	0.0361435709634175	0.00304114911243945	0	0.150998678353988	297439.087903767	242490.881667841	709506.79250097	-41173359.6477738	36914078.219409	4957.31813172945	4041.51469446402	11825.1132083495	-686222.660796229	615234.63699015	15974359.5179723	25255636.7378222	15998114.6976378	16022951.9661509	12993131.4363378	18831495.8222179	24926206.9063106	25255636.7378222	13176400.1974208	35313879.3606437	17521239.054614	17486130.06575	17501277.8314268	14492632.935589	20361174.9019758	none
sip9	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.71449618235058	1.71074997358894	1.71445401908095	1.71441708448405	1.71258223499705	1.71639662701307	1.71059139415144	1.71074997358894	1.70344562604919	1.71684739662597	-0.00374620876164311	-0.00386262492950807	-0.00363152073301098	-0.0107814030215643	0.00239760345897474	0.914	0	0.00300096590274384	0	0	0.0356036956893451	-6374009.42447232	-6342729.4875532	-6025771.3349302	-17436135.7344388	4411048.7185482	-106233.490407872	-105712.158125887	-100429.522248837	-290602.262240647	73517.47864247	8042952.7097996	11243800.3887301	8018572.71049328	7883420.95602232	5819165.4043153	10473330.003712	11166538.9027973	11243800.3887301	6537411.87430401	18162398.5664167	8576427.32295468	8543233.74254395	8451036.3185828	6514698.09556371	10840070.5243585	none
sip13	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.70002745946678	1.70462453381541	1.69997188640597	1.7000025620116	1.69602500504535	1.70346017623243	1.70434078891192	1.70462453381541	1.69245975134403	1.71242199709765	0.00459707434863232	0.00436890250595447	0.00461533073973253	-0.00732565550083821	0.013150720463798	0.212	0.068825105924685	0.0770876122525705	0.0690991737091504	0	0.197239078714838	32885885.7485809	32364176.3796873	32491269.04216	-47152975.7149311	103475497.96222	548098.095809681	539402.939661454	541521.150702667	-785882.928582185	1724591.63270366	34362143.5423413	42777327.5362658	34379669.4713228	34309386.5457837	23431209.7174056	45766329.654287	42314796.5956383	42777327.5362658	22894439.8084997	55670748.4444786	35764674.2079954	35702190.6587087	35798736.9338512	26437596.6197709	46078426.5451924	none
sip16	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.70024152257974	1.70497163251321	1.70018697580797	1.70021922601527	1.69657716892311	1.70335613853619	1.7047044540588	1.70497163251321	1.69334583715418	1.7129029540199	0.00473010993346645	0.00451747825083045	0.00477260042895955	-0.00666532595233398	0.012953534124619	0.187	0.0708082247353728	0.0777241893275391	0.0714164348460447	0	0.193943562649525	38198611.3267033	38320491.5923779	38267862.2366063	-46368832.1575072	118457121.130086	636643.522111722	638674.859872965	637797.703943438	-772813.869291787	1974285.3521681	38320684.3871794	50670537.629119	38329826.6720009	38231853.1486113	26158985.8195574	50126608.3436644	49928650.8733203	50670537.629119	18863925.2325789	71058873.5773786	40378993.260836	40262964.0388875	40228192.2064966	29903653.4758689	51348916.2258096	none
sip17	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.71057824097194	1.70658715882313	1.71053341032957	1.71050776760192	1.70866973419989	1.71233012786809	1.70636402300228	1.70658715882313	1.69663113609684	1.71405957849899	-0.0039910821488085	-0.00416938732728834	-0.00384688993975635	-0.013650964449156	0.0033754428503366	0.887	0	0.00566955741319976	0	0	0.0502320829896918	-11491664.735676	-11480901.3275921	-10835502.0437595	-36619195.722836	10336156.5028333	-191527.7455946	-191348.355459868	-180591.700729326	-610319.928713933	172269.275047222	13991753.9865783	16930958.8859061	13954997.2483321	13949942.8815019	9306661.02511029	18801038.6602546	16907826.9600813	16930958.8859061	6937205.8357566	32158148.0627478	14481621.4697996	14447135.5336236	14309656.6946177	10152186.8384918	19089356.191267	none
sip18	1	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t3_18O	1.71331822972297	1.70987675619327	1.7132661447492	1.71327132447543	1.71127411265766	1.71528019373892	1.70969145009899	1.70987675619327	1.70080948115974	1.7188314509941	-0.00344147352970037	-0.00357469465021718	-0.00354277849000584	-0.0122078949821745	0.0048680253263327	0.821	0	0.00820233268969591	0	0	0.0723076089287283	-13129953.2206115	-12292912.581772	-13044993.934781	-41320380.3690501	22164553.4158502	-218832.553676858	-204881.876362867	-217416.565579683	-688673.006150835	369409.223597504	17802214.6643074	26298949.3196335	17739242.3424982	17662275.1969312	13086915.3082121	22938896.8764225	26058141.8590801	26298949.3196335	11089460.7255674	49722694.8168139	19218337.1068618	19125725.5952619	19007059.9914438	14027323.9711514	24464711.5321125	none
