taxonID	comparisonID	trt.code.1	trt.code.2	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	b.obs	b.boot.mean	b.boot.median	b.boot.CI.L	b.boot.CI.U	f.gross.obs	f.gross.boot.mean	f.gross.boot.median	f.gross.boot.CI.L	f.gross.boot.CI.U	message	comparisonID.pop	group.code.0	group.code.t	r.net.obs	r.net.boot.mean	r.net.boot.median	r.net.boot.CI.L	r.net.boot.CI.U	f.net.obs	f.net.boot.mean	f.net.boot.median	f.net.boot.CI.L	f.net.boot.CI.U	N.tot.T0.obs.mean	N.tot.T0.boot.mean	N.tot.T0.boot.median	N.tot.T0.boot.CI.L	N.tot.T0.boot.CI.U	N.tot.Tt.obs.mean	N.tot.Tt.boot.mean	N.tot.Tt.boot.median	N.tot.Tt.boot.CI.L	N.tot.Tt.boot.CI.U	message.pop	d.obs	d.boot.mean	d.boot.median	d.boot.CI.L	d.boot.CI.U	f.death.obs	f.death.boot.mean	f.death.boot.median	f.death.boot.CI.L	f.death.boot.CI.U	N.light.Tt.obs	N.light.Tt.boot.mean	N.light.Tt.boot.median	N.light.Tt.boot.CI.L	N.light.Tt.boot.CI.U
sip1	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.135271724574144	0.135034716189695	0.134971905863806	0.0787435697722914	0.196451130965303	1565408.74429687	1555408.00779791	1535010.94028049	919618.195986292	2291043.21423081	26090.1457382812	25923.4667966318	25583.5156713416	15326.9699331049	38184.0535705136	none	T0.7	t0_16O	t48_16O	4506142.09917287	4522280.87551102	4506142.09917287	2978007.52899202	6494967.50464894	75102.3683195478	75371.3479251836	75102.3683195478	49633.4588165337	108249.458410816	3007128.95036258	3001842.49080126	3007128.95036258	2261683.48945041	3888355.7635165	12019413.1487083	12046404.2418233	12019413.1487083	9505368.09970198	16336066.681459	none	2940733.354876	2966872.86771311	2957125.33855252	1230429.00127719	4903635.91130992	49012.2225812666	49447.8811285518	49285.4223092086	20507.1500212867	81727.265188499	10454004.4044114	10490996.2340254	10382273.357612	7532229.93447856	14464269.8000521
sip2	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0638389579164972	0.0692772269178839	0.0604955196856066	0	0.196824224102617	187108.173586189	177213.890482629	176550.433880419	-173820.642324388	517944.956128442	3118.46955976981	2953.56484137716	2942.50723134032	-2897.01070540647	8632.41593547403	Warning: no occurrences in rep rA_t72_16O (t24_16O/t48_16O/t168_16O/t3_16O/t72_16O)	T0.7	t0_16O	t48_16O	615177.298801409	620905.620099611	615600.012732126	-213989.108481481	1422328.08943072	10252.9549800235	10348.4270016602	10260.0002122021	-3566.48514135802	23705.4681571786	1648059.02860893	1637047.99625097	1648059.02860893	0	3306391.84317471	2878413.62621175	2878859.23645019	2878413.62621175	2842965.32313856	2946773.9487738	Warning: no occurrences in rep rA_t0_16O (t0_16O)	428069.12521522	443691.729616981	456497.909070175	-384197.064345503	1203321.0743438	7134.48542025366	7394.86216028302	7608.29848450288	-6403.28440575838	20055.3512390632	2691305.45262556	2701645.34596756	2702289.25089081	2350376.68057644	3058332.14359272
sip3	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0522974967833255	0.0550688458884071	0.0554400650530181	0	0.116280811027367	518930.199673189	528286.347419618	535345.342034694	-198608.7620901	1174945.99911336	8648.83666121981	8804.77245699363	8922.4223672449	-3310.146034835	19582.4333185559	none	T0.7	t0_16O	t48_16O	686631.865746388	705209.385385074	686631.865746388	-1368180.94165908	3043926.04933663	11443.8644291065	11753.4897564179	11443.8644291065	-22803.0156943179	50732.1008222771	8450740.41512547	8444002.69816886	8450740.41512547	6015083.03072826	11044575.2584758	9824004.14661825	9854421.468939	9824004.14661825	7390875.9410565	14538592.5137987	none	167701.6660732	176923.037965456	144309.600240455	-2046763.77140434	2490462.58807512	2795.02776788666	2948.71729942427	2405.1600040076	-34112.7295234057	41507.7098012519	9305073.94694506	9326135.12151939	9263731.34867627	6454138.64466574	13717981.6583475
sip4	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.120302156106653	0.121794407633112	0.116417446819341	0	0.277591323932242	376313.624173642	355104.653014777	365801.956427827	-157281.618316012	817528.171143713	6271.89373622736	5918.41088357961	6096.69927379711	-2621.36030526687	13625.4695190619	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rB_t3_16O & rC_t24_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)	T0.7	t0_16O	t48_16O	1639724.05675764	1634855.1107415	1639724.05675764	935010.183546898	2280386.83363681	27328.734279294	27247.5851790249	27328.734279294	15583.503059115	38006.4472272801	0	0	0	0	0	3279448.11351528	3269710.22148299	3279448.11351528	1870020.3670938	4560773.66727361	Warning: no occurrences in rep rA_t0_16O & rB_t0_16O & rC_t0_16O (t0_16O)	1263410.432584	1279750.45772672	1272565.68649725	508470.25912158	2028576.19812692	21056.8405430666	21329.1742954453	21209.4281082875	8474.50431869303	33809.6033021153	2903134.48934164	2914605.56846821	2914083.83882323	1631715.81845854	4172465.74509147
sip5	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0	0.00757032046920345	0	0	0.0530238954646649	-22945.2994172262	-23298.6658759016	-24060.2388007773	-126143.690183001	82687.4135363145	-382.421656953771	-388.311097931693	-401.003980012955	-2102.39483638334	1378.12355893858	Warning: no occurrences in rep rB_t168_16O (t72_16O/t48_16O/t24_16O/t168_16O/t3_16O)	T0.7	t0_16O	t48_16O	-49050.8630084491	-61645.147754549	-49050.8630084491	-1278355.90177257	1062306.81702225	-817.514383474151	-1027.41912924248	-817.514383474151	-21305.9316962096	17705.1136170374	2379428.64916919	2391108.91202733	2379428.64916919	886473.888605424	4654002.24408638	2281326.9231523	2267818.61651823	2281326.9231523	301325.971759553	3909627.84886334	none	-26105.5635912229	-38346.4818786474	-19461.162822726	-1255200.78371341	1095296.0898195	-435.092726520381	-639.10803131079	-324.352713712098	-20920.0130618903	18254.934830325	2304272.22256952	2291117.28239413	2308288.6393284	371103.045269437	3886151.06229201
sip7	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0301148569163367	0.0374868186356025	0.0331757846399832	0	0.0984386135003433	203175.813509136	209595.774676088	217047.839647521	-386869.23971015	682490.74889095	3386.2635584856	3493.26291126813	3617.46399412535	-6447.82066183583	11374.8458148492	none	T0.7	t0_16O	t48_16O	-510338.969171988	-498925.972704701	-510338.969171988	-1550007.30911225	600025.494108026	-8505.6494861998	-8315.43287841168	-8505.6494861998	-25833.4551518708	10000.4249018004	7282654.95622123	7274157.05639809	7282654.95622123	5996565.35585621	8536159.90832077	6261977.01787726	6276305.11098869	6261977.01787726	5029171.85548493	8515290.59270278	none	-713514.782681124	-708521.747380789	-708850.160620247	-1819963.84108938	516170.422484354	-11891.9130446854	-11808.6957896798	-11814.1693436708	-30332.730684823	8602.84037473919	6058801.20436812	6066709.3363126	6009635.37785357	4490721.41698587	8139150.23186676
sip8	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0404632846848871	0.0594942644842211	0.0446627955214056	0	0.179552748786275	660120.66909706	730104.916354921	724700.142405522	-2103851.17169181	3350753.37968245	11002.0111516177	12168.415272582	12078.3357067587	-35064.1861948635	55845.8896613742	none	T0.7	t0_16O	t48_16O	30294.2746645845	4341.69299455841	30294.2746645845	-4906357.60347038	4966946.15279955	504.904577743076	72.3615499093081	504.904577743076	-81772.6267245063	82782.4358799925	15688782.2014077	15717766.4180689	15688782.2014077	8017198.54307907	22721468.981006	15749370.7507369	15726449.8040581	15749370.7507369	10777490.4737759	24396662.4172083	none	-629826.394432475	-725763.223360362	-750025.734646408	-6267390.88718094	4837433.41810805	-10497.1065738746	-12096.0537226727	-12500.4289107735	-104456.514786349	80623.8903018008	15089250.0816398	14996344.8877031	14802275.5593821	8469391.45525914	22862520.3437425
sip9	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0651490093615739	0.0643427587655408	0.0633625737481442	0.00483641184858468	0.136975642170762	521315.87400512	497943.114072423	490844.635027681	44266.6404241847	1024378.56630262	8688.59790008533	8299.05190120705	8180.74391712802	737.777340403078	17072.9761050436	none	T0.7	t0_16O	t48_16O	2098067.30022242	2114838.34135571	2098067.30022242	516877.857859791	3679256.74258505	34967.7883370403	35247.3056892619	34967.7883370403	8614.63096432985	61320.9457097508	4896494.02663231	4876805.06868134	4896494.02663231	1669122.45849259	7340928.8076457	9092628.62707715	9106481.75139277	9092628.62707715	7820851.85873626	11301185.4546578	none	1576751.4262173	1616895.22728329	1614008.77975245	-5599.59444450311	3213811.5388152	26279.190436955	26948.2537880549	26900.1463292076	-93.3265740750491	53563.5256469199	8571312.75307203	8608538.63732035	8575783.18684017	7083225.03029682	10523419.7377645
sip13	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.15590180995469	0.157150958974834	0.159980452723584	0.0373351839614488	0.25650980424123	5713527.05622549	5888782.97492146	5873811.05969208	1305434.28299314	10845482.4465388	95225.4509370915	98146.3829153577	97896.850994868	21757.2380498856	180758.040775646	none	T0.7	t0_16O	t48_16O	17103967.1661392	17074137.1840433	17103967.1661392	8233269.53695297	29118054.4887472	285066.119435653	284568.953067389	285066.119435653	137221.158949216	485300.908145786	10541591.3726499	10534605.3923868	10541591.3726499	5966645.58513277	14563203.1740136	44749525.7049282	44682879.7604735	44749525.7049282	29873801.3675164	70473293.591714	none	11390440.1099137	11185354.2091219	10923951.2576298	743977.207086661	22978502.7388514	189840.668498561	186422.570152031	182065.854293829	12399.6201181112	382975.045647524	39035998.6487028	38794096.785552	38391874.8443181	21421477.8103998	62531205.3845457
sip15	3	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t48_18O	0.0491478059031634	0.0605046515190019	0.0516966170918809	0	0.161311734567783	221881.666096618	229123.478771734	223909.789239182	-377001.503258358	745934.684564152	3698.02776827696	3818.72464619556	3731.82982065304	-6283.3583876393	12432.2447427359	Warning: no occurrences in rep rA_t3_16O (t48_16O/t24_16O/t168_16O/t72_16O/t3_16O)	T0.7	t0_16O	t48_16O	1276782.12900101	1297586.40519257	1276782.12900101	-486622.143327642	3333186.88660262	21279.7021500169	21626.4400865429	21279.7021500169	-8110.36905546071	55553.1147767103	2267781.26600538	2254950.40929795	2267781.26600538	0	3555126.07517992	4821345.5240074	4850123.21968309	4821345.5240074	1778235.16578142	9110443.07691715	Warning: no occurrences in rep rA_t0_16O (t0_16O)	1054900.4629044	1068462.92642084	1002276.71902941	-833322.719388532	3067509.9534697	17581.6743817399	17807.7154403473	16704.6119838235	-13888.7119898089	51125.1658911616	4599463.85791079	4620999.74091135	4555850.46615189	1708591.37839983	8651995.70190919
