taxonID	comparisonID	trt.code.1	trt.code.2	wad1.obs.mean	wad2.obs.mean	wad1.boot.mean	wad1.boot.median	wad1.boot.CI.L	wad1.boot.CI.U	wad2.boot.mean	wad2.boot.median	wad2.boot.CI.L	wad2.boot.CI.U	wad.diff.obs	wad.diff.boot.mean	wad.diff.boot.median	wad.diff.boot.CI.L	wad.diff.boot.CI.U	wad.diff.p.value	ape.obs	ape.boot.mean	ape.boot.median	ape.boot.CI.L	ape.boot.CI.U	r.obs	r.boot.mean	r.boot.median	r.boot.CI.L	r.boot.CI.U	f.obs	f.boot.mean	f.boot.median	f.boot.CI.L	f.boot.CI.U	N1.obs.mean	N2.obs.mean	N1.boot.mean	N1.boot.median	N1.boot.CI.L	N1.boot.CI.U	N2.boot.mean	N2.boot.median	N2.boot.CI.L	N2.boot.CI.U	N.obs.mean	N.boot.mean	N.boot.median	N.boot.CI.L	N.boot.CI.U	message
sip1	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.70875101084594	1.7242069951816	1.70870978351546	1.70869615687357	1.70590918111585	1.71118215531932	1.72410924193892	1.7242069951816	1.71940118340359	1.72900859857594	0.0154559843356585	0.0153994584234645	0.0154384705864493	0.0102232698121218	0.0204955968596006	0.001	0.230256677954406	0.229436838692926	0.229949673017311	0.152121181791341	0.305615795325969	2490186.84329575	2483667.84920362	2484028.16580947	1492831.9259624	3520946.97274579	41503.1140549291	41394.4641533936	41400.4694301579	24880.5320993734	58682.4495457631	10407174.1886202	64530643.3429632	10417448.9800113	10384487.4324436	6765406.36509518	14178997.0020322	64313492.2629757	64530643.3429632	54576255.2921475	72715608.6392723	19427752.3810107	19400122.8605054	19334616.713014	15956002.8525552	22982176.5841863	none
sip3	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.70836830635782	1.71564708306961	1.70831300913641	1.70829256753117	1.70574880639233	1.71072858317921	1.71559260629817	1.71564708306961	1.71283630873353	1.7187789342121	0.00727877671179256	0.00727959716175512	0.00731103186235471	0.0035349089194428	0.0110543908364568	0.01	0.108459609541889	0.108490004831736	0.108932077535445	0.0526435850792864	0.164892516574444	923576.843647777	927087.875473558	907825.429349729	436526.346917923	1516863.04154135	15392.9473941296	15451.464591226	15130.4238224955	7275.43911529871	25281.0506923558	9603963.67443618	43762518.082142	9583015.39244692	9532675.68880361	7109567.16117325	12431721.2031388	43736932.2268106	43762518.082142	34927253.2231719	57477113.8832183	15297056.0757205	15275334.8648409	15180624.6323673	12527567.0845778	18412870.3198644	none
sip4	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71540916412852	1.72815016449607	1.71537185821246	1.71533798632186	1.70739638707724	1.72301502533364	1.72801858390989	1.72815016449607	1.72084216861066	1.7375	0.0127410003675497	0.0126467256974252	0.0124730491351106	0.00153491367849789	0.0232724481853597	0.122860020140987	0.189097549604967	0.188074874254791	0.185188423897131	0.0227063927644672	0.346837434600846	414044.560376502	418257.981027407	400671.281250787	40288.302064152	879995.211814402	6900.7426729417	6970.96635045679	6677.85468751312	671.471701069199	14666.5868635734	2041426.71580406	13393045.1727903	2066016.49147948	2061549.3513864	1022513.63800798	3224302.80935293	13156283.1586389	13393045.1727903	5572479.60659897	22722306.8894548	3933363.12530176	3914394.26933938	3857370.20950841	2301206.34193798	5797455.78398164	Warning: no occurrences in rep rA_t24_16O & rA_t3_16O & rB_t3_16O & rC_t24_16O (t48_16O/t3_16O/t24_16O/t72_16O/t168_16O)
sip7	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71272796316237	1.7212873896337	1.71268295138995	1.7126799895392	1.71065595422937	1.71469083884709	1.72125098291626	1.7212873896337	1.71925704963953	1.72390295312029	0.00855942647132868	0.00856803152630779	0.00849515048527816	0.00549195710509849	0.0115348072420653	0.001	0.127228359426646	0.127369013428658	0.126310283566266	0.0815831462801378	0.171738139060645	786382.960774356	786390.879106135	775623.006495991	515118.703227809	1106434.79301525	13106.3826795726	13106.5146517689	12927.0501082665	8585.31172046348	18440.5798835874	6913206.78852154	32053912.2787284	6907490.66520131	6883095.69835696	4828889.96717662	9203910.85765208	32155955.8232268	32053912.2787284	24429418.8167922	37784663.1677688	11103324.3702227	11115568.1915389	11122137.265632	9010558.56008449	13239509.3914522	none
sip8	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.69679090133723	1.70159858664559	1.69672549400824	1.69670205147795	1.69293843257786	1.7001719669267	1.70161582837257	1.70159858664559	1.69803182960278	1.70577917557574	0.00480768530835896	0.0048903343643307	0.00485161786832466	7.58297498812125e-05	0.0102502513911411	0.142	0.0721110627946297	0.0736396436769037	0.0727246910941495	0.00113423805957015	0.15400437168877	821803.636529144	817475.723102951	819948.41335159	14275.9553413924	1672317.74736859	13696.7272754857	13624.5953850492	13665.8068891932	237.932589023207	27871.9624561432	15974359.5179723	42962676.9981509	15998114.6976378	16022951.9661509	12993131.4363378	18831495.8222179	42823742.5803716	42962676.9981509	29773357.9680333	57164441.116463	20472412.4313354	20469052.6780935	20481452.0561898	17329721.0375389	23648450.0915079	none
sip9	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71449618235058	1.72150978680687	1.71445401908095	1.71441708448405	1.71258223499705	1.71639662701307	1.72143278403397	1.72150978680687	1.71802564438135	1.72425490400225	0.00701360445628518	0.00697876495301425	0.00704868249891466	0.00336980269310115	0.0103049916964274	0.004	0.104147104901896	0.103641283727389	0.10462717794562	0.0500345462309884	0.153070667076495	692077.273810583	686730.839676975	682273.508941338	330443.9310978	1079296.47742103	11534.6212301764	11445.5139946162	11371.2251490223	5507.39885162999	17988.2746236838	8042952.7097996	31409718.8617097	8018572.71049328	7883420.95602232	5819165.4043153	10473330.003712	31504795.004812	31409718.8617097	22699923.5768922	39013226.487735	11937413.735118	11932943.0928797	11866940.597005	9781464.8523515	14407854.2385137	none
sip13	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.70002745946678	1.71710106985173	1.69997188640597	1.7000025620116	1.69602500504535	1.70346017623243	1.71706236515102	1.71710106985173	1.71517686724852	1.71907576272146	0.0170736103849491	0.0170904787450545	0.0170867783625749	0.0131376353449224	0.0212355508678729	0.001	0.255617585043094	0.255908561321347	0.255816710940563	0.196237592633204	0.318578579395659	8139112.4667256	8089757.45860153	7948127.17882642	5422379.05005385	11319127.7157592	135651.874445427	134829.290976692	132468.786313774	90372.9841675642	188652.128595987	34362143.5423413	171383871.60422	34379669.4713228	34309386.5457837	23431209.7174056	45766329.654287	169693981.077594	171383871.60422	98884905.2113075	281757226.60242	57199098.219321	56932054.7390346	56457886.4512107	40981778.7630101	75947915.141465	none
sip15	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.7078138502976	1.71792975304549	1.70776005118583	1.70791129922144	1.70403658934669	1.71083427242204	1.71796600150319	1.71792975304549	1.71441666073914	1.72109992624647	0.0101159027478954	0.0102059503173591	0.0101203618795823	0.00568580507140708	0.0151474993111693	0.004	0.150782387905602	0.152158664824136	0.150802723717346	0.0845369734045994	0.226278250983215	602404.291190602	616988.407237009	604402.440405281	267983.241809013	1033089.4273429	10040.0715198434	10283.1401206168	10073.3740067547	4466.38736348355	17218.1571223817	4333823.0896133	21392622.1510417	4318881.81220383	4317710.36118505	2593371.25785835	6116928.84960058	21561891.4208786	21392622.1510417	8231178.03802769	31623382.547903	7176956.26651803	7192716.74698295	7197348.74365434	4816151.31268695	9466182.12340262	Warning: no occurrences in rep rA_t3_16O (t48_16O/t24_16O/t168_16O/t72_16O/t3_16O)
sip16	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.70024152257974	1.71746977264953	1.70018697580797	1.70021922601527	1.69657716892311	1.70335613853619	1.71743086649669	1.71746977264953	1.71565852334501	1.7190317319157	0.0172282500697916	0.0172438906887138	0.0172267426501548	0.0137163910396605	0.0209339116815866	0.001	0.257901363794524	0.258169295905265	0.257913457133036	0.205027069060731	0.313916563140802	9540856.0033096	9502795.49145109	9413121.9151114	6541688.6711772	12976976.6759155	159014.266721827	158379.924857518	156885.365251857	109028.14451962	216282.944598592	38320684.3871794	207134749.321912	38329826.6720009	38231853.1486113	26158985.8195574	50126608.3436644	205066630.197175	207134749.321912	148492175.22296	312221163.488884	66456361.8763014	66119293.9261966	65354694.9887858	50910768.6266392	84811042.9296534	none
sip17	4	t168_16O_t24_16O_t3_16O_t48_16O_t72_16O	t72_18O	1.71057824097194	1.71880485123747	1.71053341032957	1.71050776760192	1.70866973419989	1.71233012786809	1.71875851813956	1.71880485123747	1.71661025245613	1.72079429929574	0.00822661026552551	0.00822510780998793	0.00827535574755489	0.00554815728678337	0.0108725030164365	0.001	0.122429938118622	0.122418996723898	0.123141518108009	0.0825067847108503	0.161997549668511	1388730.13225327	1387898.20270477	1354715.13620042	892773.529988365	2023515.4373148	23145.5022042212	23131.6367117461	22578.5856033404	14879.5588331394	33725.25728858	13991753.9865783	52301215.3008776	13954997.2483321	13949942.8815019	9306661.02511029	18801038.6602546	52895140.4392883	52301215.3008776	22526932.9385057	69308073.5987914	20376664.2056282	20445021.1134914	20521231.8371924	14713831.0864155	25946476.5418973	none
